source,source_id,url,price,currency,property_type,land_area_m2,construction_area_m2,bedrooms,bathrooms,parking_spaces,age_years,price_per_construction_m2,price_per_land_m2,latitude,longitude,coordinate_quality,state,municipality,neighborhood,postal_code,street,inegi_cve_ageb,ageb_assignment_quality,population,occupied_housing,population_density,housing_density,car_ownership_ratio,internet_access_ratio,average_schooling,employment_ratio,establishments_500m,establishments_1km,retail_500m,retail_1km,restaurants_hotels_500m,restaurants_hotels_1km,health_500m,health_1km,education_500m,education_1km,financial_500m,financial_1km,professional_services_500m,professional_services_1km,training_readiness,quality_flags,experiment_frozen_at,duplicate_group_id
mercadolibre,MLM-5961635190,https://casa.mercadolibre.com.mx/MLM-5961635190-casa-en-exclusivo-fraccionamiento-en-col-reforma-cuernavaca-morelos-_JM,6300000.0,MXN,casa,311.0,354.0,3.0,5.0,5.0,,17796.61,,,,medium,Morelos,Cuernavaca,Reforma,,,0172,approximate_coordinate,652.0,219.0,1333.8700698265352,448.0330449263976,0.8310502283105022,0.9223744292237442,13.9,0.9655172413793104,234,1584,59,509,43,246,25,179,11,49,1,25,12,50,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|6300000.0|cuernavaca|reforma|311.0|354.0|3.0|5.0
mercadolibre,MLM-3277420093,https://casa.mercadolibre.com.mx/MLM-3277420093-casa-en-venta-en-lomas-de-cocoyoc-_JM,10500000.0,MXN,casa,572.0,356.0,6.0,7.0,7.0,,29494.38,,,,medium,Morelos,Atlatlahucan,Lomas De Cocoyoc,,,0138,approximate_coordinate,973.0,397.0,335.65998876705885,136.9547950056756,0.924433249370277,0.9420654911838792,14.18,0.972568578553616,46,49,16,16,15,15,1,1,0,1,0,0,0,0,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|10500000.0|atlatlahucan|lomas de cocoyoc|572.0|356.0|6.0|7.0
mercadolibre,MLM-2984774977,https://casa.mercadolibre.com.mx/MLM-2984774977-casa-en-venta-en-pueblo-chiconcuac-_JM,4450000.0,MXN,casa,1305.0,450.0,4.0,3.0,3.0,,9888.89,,,,medium,Morelos,Xochitepec,Chiconcuac,,,037A,approximate_coordinate,3678.0,1047.0,2433.0795911403716,692.6140108548041,0.4106972301814708,0.5845272206303725,9.48,0.9766734279918864,343,586,138,234,75,116,16,27,5,7,0,0,4,10,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|4450000.0|xochitepec|chiconcuac|1305.0|450.0|4.0|3.0
mercadolibre,MLM-5811591900,https://casa.mercadolibre.com.mx/MLM-5811591900-casa-en-venta-en-oaxtepece-_JM,2150000.0,MXN,casa,488.0,190.0,2.0,2.0,1.0,,11315.79,,,,medium,Morelos,Yautepec,Santa Rosa,,,0269,approximate_coordinate,452.0,130.0,1336.242074776095,384.3174108869299,0.3846153846153846,0.4153846153846154,9.01,0.953846153846154,57,307,29,139,6,42,2,9,3,6,0,1,0,5,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|2150000.0|yautepec|santa rosa|488.0|190.0|2.0|2.0
mercadolibre,MLM-3145111643,https://casa.mercadolibre.com.mx/MLM-3145111643-ex-hacienda-con-amplio-potencial-comercial-en-jiutepec-morelos-_JM,45000000.0,MXN,casa,4870.0,1695.0,16.0,16.0,16.0,,26548.67,,,,medium,Morelos,Jiutepec,El Zapote,,,0620,approximate_coordinate,3641.0,1153.0,3802.7897203156135,1204.234152025241,0.593235039028621,0.7632263660017347,12.23,0.9759229534510432,340,1287,108,525,58,173,34,74,10,31,3,9,10,28,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|45000000.0|jiutepec|el zapote|4870.0|1695.0|16.0|16.0
mercadolibre,MLM-2988202549,https://casa.mercadolibre.com.mx/MLM-2988202549-casa-en-venta-en-cuautla-_JM,2000000.0,MXN,casa,160.0,100.0,3.0,2.0,2.0,,20000.0,,,,medium,Morelos,Cuautla,Hermenegildo Galeana,,,0476,approximate_coordinate,2592.0,802.0,6350.453763750154,1964.9166352344228,0.4077306733167082,0.6458852867830424,11.07,0.9784122562674096,497,1496,178,557,78,259,40,95,12,43,2,18,13,25,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|2000000.0|cuautla|hermenegildo galeana|160.0|100.0|3.0|2.0
mercadolibre,MLM-3193975845,https://casa.mercadolibre.com.mx/MLM-3193975845-oportunidad-casa-remodelada-en-privada-cerca-de-las-palmas-cuernavaca-morelos-_JM,2550000.0,MXN,casa,119.0,142.0,2.0,3.0,3.0,,17957.75,,,,medium,Morelos,Cuernavaca,Miguel Hidalgo,,,0011,approximate_coordinate,5509.0,1566.0,7905.38115756001,2247.20037987638,0.3856960408684546,0.665389527458493,10.64,0.9730957372466806,407,935,176,370,64,149,13,33,7,31,3,7,4,15,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|2550000.0|cuernavaca|miguel hidalgo|119.0|142.0|2.0|3.0
mercadolibre,MLM-2954634085,https://casa.mercadolibre.com.mx/MLM-2954634085-estrene-bonita-casa-de-un-nivel-con-amplio-jardin-_JM,6900000.0,MXN,casa,480.0,140.0,3.0,3.0,3.0,,49285.71,,,,medium,Morelos,Atlatlahucan,Lomas De Cocoyoc,,,0138,approximate_coordinate,973.0,397.0,335.65998876705885,136.9547950056756,0.924433249370277,0.9420654911838792,14.18,0.972568578553616,46,49,16,16,15,15,1,1,0,1,0,0,0,0,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|6900000.0|atlatlahucan|lomas de cocoyoc|480.0|140.0|3.0|3.0
mercadolibre,MLM-5527956810,https://casa.mercadolibre.com.mx/MLM-5527956810-preciosa-casa-de-2-recamaras-con-piscina-y-sports-club-al-sur-de-cuautla-_JM,1550000.0,MXN,casa,72.0,72.0,2.0,2.0,2.0,,21527.78,,,,medium,Morelos,Ayala,Tlayecac,,,0043,approximate_coordinate,1614.0,459.0,4698.920401625593,1336.3100770422222,0.4684095860566449,0.457516339869281,9.3,0.9942196531791908,104,160,48,70,14,25,2,3,4,6,0,0,1,1,B,"missing_coordinates,same_land_and_construction_area",2026-08-18T15:09:03+00:00,mercadolibre|1550000.0|ayala|tlayecac|72.0|72.0|2.0|2.0
mercadolibre,MLM-5284199940,https://casa.mercadolibre.com.mx/MLM-5284199940-casa-con-alberca-a-2-minutos-de-la-autopista-en-xochitepec-centro-morelos-_JM,1400000.0,MXN,casa,72.0,90.0,3.0,2.0,2.0,,15555.56,,,,medium,Morelos,Xochitepec,Paseos de Xochitepec,,,0045,approximate_coordinate,2836.0,909.0,3021.7912815897585,968.5501674771124,0.4906490649064906,0.6798679867986799,11.16,0.9658634538152612,77,409,36,139,14,94,1,18,1,8,0,12,0,7,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|1400000.0|xochitepec|paseos de xochitepec|72.0|90.0|3.0|2.0
mercadolibre,MLM-2988203701,https://casa.mercadolibre.com.mx/MLM-2988203701-casa-en-venta-en-oaxtepec-_JM,5890000.0,MXN,casa,463.0,404.0,5.0,4.0,4.0,,14579.21,,,,medium,Morelos,Yautepec,Oaxtepec Centro,,,0273,approximate_coordinate,45.0,12.0,30.91523293927924,8.244062117141132,0.5833333333333334,0.6666666666666666,11.36,1.0,49,557,13,222,28,184,0,20,4,9,0,2,0,11,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|5890000.0|yautepec|oaxtepec centro|463.0|404.0|5.0|4.0
mercadolibre,MLM-2988471739,https://casa.mercadolibre.com.mx/MLM-2988471739-casa-en-venta-en-sumiya-_JM,35500000.0,MXN,casa,7000.0,7000.0,5.0,7.0,7.0,,5071.43,,,,medium,Morelos,Jiutepec,Sumiya,,,0122,approximate_coordinate,1858.0,564.0,1540.789692968381,467.7101113208648,0.74822695035461,0.8156028368794326,12.28,0.9752380952380952,13,200,5,81,2,21,0,6,0,7,0,0,0,1,B,"missing_coordinates,same_land_and_construction_area,suspicious_construction_area",2026-08-18T15:09:03+00:00,mercadolibre|35500000.0|jiutepec|sumiya|7000.0|7000.0|5.0|7.0
mercadolibre,MLM-3233382989,https://casa.mercadolibre.com.mx/MLM-3233382989-casa-en-preventa-en-cuautla-_JM,3300000.0,MXN,casa,160.0,240.0,3.0,3.0,3.0,,13750.0,,,,medium,Morelos,Cuautla,Hermenegildo Galeana,,,0476,approximate_coordinate,2592.0,802.0,6350.453763750154,1964.9166352344228,0.4077306733167082,0.6458852867830424,11.07,0.9784122562674096,497,1496,178,557,78,259,40,95,12,43,2,18,13,25,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|3300000.0|cuautla|hermenegildo galeana|160.0|240.0|3.0|3.0
mercadolibre,MLM-2886005997,https://casa.mercadolibre.com.mx/MLM-2886005997-en-venta-casa-con-enorme-jardin-y-vista-panoramica-en-lomas-de-cocoyocx-_JM,11450000.0,MXN,casa,1040.0,442.0,4.0,5.0,5.0,,25904.98,,,,medium,Morelos,Atlatlahucan,Lomas De Cocoyoc,,,0138,approximate_coordinate,973.0,397.0,335.65998876705885,136.9547950056756,0.924433249370277,0.9420654911838792,14.18,0.972568578553616,46,49,16,16,15,15,1,1,0,1,0,0,0,0,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|11450000.0|atlatlahucan|lomas de cocoyoc|1040.0|442.0|4.0|5.0
mercadolibre,MLM-5527617358,https://casa.mercadolibre.com.mx/MLM-5527617358-hermosa-casa-de-3-recamaras-con-piscina-y-sports-club-al-sur-de-cuautla-_JM,2000000.0,MXN,casa,123.0,123.0,3.0,3.0,3.0,,16260.16,,,,medium,Morelos,Ayala,Tlayecac,,,0043,approximate_coordinate,1614.0,459.0,4698.920401625593,1336.3100770422222,0.4684095860566449,0.457516339869281,9.3,0.9942196531791908,104,160,48,70,14,25,2,3,4,6,0,0,1,1,B,"missing_coordinates,same_land_and_construction_area",2026-08-18T15:09:03+00:00,mercadolibre|2000000.0|ayala|tlayecac|123.0|123.0|3.0|3.0
mercadolibre,MLM-5641679028,https://casa.mercadolibre.com.mx/MLM-5641679028-casa-en-venta-en-cocoyoc-_JM,3400000.0,MXN,casa,736.0,353.0,3.0,2.0,2.0,,9631.73,,,,medium,Morelos,Yautepec,Cocoyoc,,,0201,approximate_coordinate,4208.0,1234.0,3679.966722951729,1079.1537395728217,0.3800648298217179,0.5380875202593193,9.52,0.9859034600598034,288,527,142,263,41,84,8,16,4,15,0,0,3,4,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|3400000.0|yautepec|cocoyoc|736.0|353.0|3.0|2.0
mercadolibre,MLM-5811579360,https://casa.mercadolibre.com.mx/MLM-5811579360-casa-en-venta-en-cuautla-_JM,2600000.0,MXN,casa,160.0,111.0,4.0,2.0,2.0,,23423.42,,,,medium,Morelos,Cuautla,Hermenegildo Galeana,,,0476,approximate_coordinate,2592.0,802.0,6350.453763750154,1964.9166352344228,0.4077306733167082,0.6458852867830424,11.07,0.9784122562674096,497,1496,178,557,78,259,40,95,12,43,2,18,13,25,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|2600000.0|cuautla|hermenegildo galeana|160.0|111.0|4.0|2.0
mercadolibre,MLM-4808963374,https://casa.mercadolibre.com.mx/MLM-4808963374-casa-en-venta-en-lomas-de-cocoyoc-_JM,12800000.0,MXN,casa,475.0,375.0,3.0,5.0,5.0,,34133.33,,,,medium,Morelos,Atlatlahucan,Lomas De Cocoyoc,,,0138,approximate_coordinate,973.0,397.0,335.65998876705885,136.9547950056756,0.924433249370277,0.9420654911838792,14.18,0.972568578553616,46,49,16,16,15,15,1,1,0,1,0,0,0,0,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|12800000.0|atlatlahucan|lomas de cocoyoc|475.0|375.0|3.0|5.0
mercadolibre,MLM-5527933682,https://casa.mercadolibre.com.mx/MLM-5527933682-amplia-casa-de-2-recamaras-con-piscina-y-sports-club-al-sur-de-cuautla-_JM,1550000.0,MXN,casa,72.0,72.0,2.0,2.0,2.0,,21527.78,,,,medium,Morelos,Ayala,Tlayecac,,,0043,approximate_coordinate,1614.0,459.0,4698.920401625593,1336.3100770422222,0.4684095860566449,0.457516339869281,9.3,0.9942196531791908,104,160,48,70,14,25,2,3,4,6,0,0,1,1,B,"missing_coordinates,same_land_and_construction_area",2026-08-18T15:09:03+00:00,mercadolibre|1550000.0|ayala|tlayecac|72.0|72.0|2.0|2.0
mercadolibre,MLM-2880697277,https://casa.mercadolibre.com.mx/MLM-2880697277-casa-en-venta-cumbres-del-campestre-2-recamaras-_JM,1000000.0,MXN,casa,180.0,51.0,2.0,2.0,1.0,,19607.84,,,,medium,Morelos,Xochitepec,Loma Bonita,,,0399,approximate_coordinate,1665.0,415.0,5549.892227770982,1383.3064711861607,0.3108433734939759,0.4433734939759036,8.15,0.9898534385569336,193,411,96,215,25,46,3,7,7,13,0,0,2,2,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|1000000.0|xochitepec|loma bonita|180.0|51.0|2.0|2.0
mercadolibre,MLM-2988179269,https://casa.mercadolibre.com.mx/MLM-2988179269-casa-en-venta-en-real-de-oaxtepec-_JM,4650000.0,MXN,casa,450.0,250.0,3.0,3.0,3.0,,18600.0,,,,medium,Morelos,Yautepec,Real de Oaxtepec,,,0409,approximate_coordinate,288.0,100.0,353.56376816215766,122.76519727852695,0.83,0.79,11.66,0.9645390070921984,2,44,1,12,0,11,0,2,0,0,0,0,0,0,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|4650000.0|yautepec|real de oaxtepec|450.0|250.0|3.0|3.0
mercadolibre,MLM-4972124122,https://casa.mercadolibre.com.mx/MLM-4972124122-casa-en-venta-maravillas-4-recamaras-_JM,7800000.0,MXN,casa,728.0,341.0,4.0,4.0,4.0,,22873.9,,,,medium,Morelos,Cuernavaca,Maravillas,,,0064,approximate_coordinate,4622.0,1440.0,4320.998775933969,1346.2220331771778,0.5763888888888888,0.7833333333333333,11.96,0.9726027397260274,132,1001,46,325,22,150,12,59,3,24,2,22,6,43,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|7800000.0|cuernavaca|maravillas|728.0|341.0|4.0|4.0
mercadolibre,MLM-5793107768,https://casa.mercadolibre.com.mx/MLM-5793107768-casa-minimalista-nueva-en-lomas-tetela-al-norte-de-cuernavaca-_JM,7380000.0,MXN,casa,459.0,381.0,3.0,5.0,5.0,,19370.08,,,,medium,Morelos,Cuernavaca,Lomas De Tetela,,,0492,approximate_coordinate,1487.0,475.0,3416.8131454654385,1091.4500632791414,0.7410526315789474,0.8589473684210527,13.24,0.9708994708994708,24,110,9,39,4,9,2,6,0,5,0,0,1,5,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|7380000.0|cuernavaca|lomas de tetela|459.0|381.0|3.0|5.0
mercadolibre,MLM-4761561668,https://casa.mercadolibre.com.mx/MLM-4761561668-casa-en-venta-en-del-bosque-_JM,15300000.0,MXN,casa,600.0,644.0,3.0,3.0,3.0,,23757.76,,,,medium,Morelos,Cuernavaca,Del Bosque,,,1024,approximate_coordinate,2297.0,656.0,1826.149212248381,521.5297706725894,0.4390243902439024,0.6036585365853658,10.03,0.990210843373494,22,37,9,11,1,2,0,0,0,0,0,0,0,0,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|15300000.0|cuernavaca|del bosque|600.0|644.0|3.0|3.0
mercadolibre,MLM-3254227599,https://casa.mercadolibre.com.mx/MLM-3254227599-casa-en-venta-en-santa-maria-ahuacatitlan-v405-_JM,2550000.0,MXN,casa,278.0,,4.0,3.0,3.0,,,,,,medium,Morelos,Cuernavaca,Santa María Ahuacatitlan,,,051A,approximate_coordinate,6076.0,1649.0,2685.5540217268144,728.8476928616716,0.4329896907216495,0.6300788356579745,10.09,0.9791542584871948,107,518,51,302,5,44,2,16,4,15,0,0,0,7,C,"missing_construction_area,missing_coordinates",2026-08-18T15:09:03+00:00,mercadolibre|2550000.0|cuernavaca|santa maría ahuacatitlan|278.0||4.0|3.0
mercadolibre,MLM-3101623379,https://casa.mercadolibre.com.mx/MLM-3101623379-casa-en-venta-fraccionamiento-loma-linda-cuernavaca-morelos-_JM,12000000.0,MXN,casa,354.0,315.0,2.0,4.0,4.0,,38095.24,,,,medium,Morelos,Cuernavaca,Lomas de Tzompantle,,,1039,approximate_coordinate,6258.0,2051.0,3219.0213271989255,1055.0036340819745,0.7844953681131156,0.8551925889809849,13.49,0.9715151515151516,85,284,26,109,14,47,1,10,4,8,0,1,1,6,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|12000000.0|cuernavaca|lomas de tzompantle|354.0|315.0|2.0|4.0
mercadolibre,MLM-3158685113,https://casa.mercadolibre.com.mx/MLM-3158685113-casa-en-venta-en-condominio-residencial-chulavista-cuernavaca-morelos-_JM,3280000.0,MXN,casa,130.0,173.0,3.0,3.0,3.0,,18959.54,,,,medium,Morelos,Cuernavaca,Chulavista,,,1005,approximate_coordinate,5061.0,1541.0,3964.666453665759,1207.1825736216035,0.490590525632706,0.7501622323166774,11.51,0.9756540697674418,123,1668,29,662,16,246,13,122,6,54,4,26,4,98,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|3280000.0|cuernavaca|chulavista|130.0|173.0|3.0|3.0
mercadolibre,MLM-3166946981,https://casa.mercadolibre.com.mx/MLM-3166946981-venta-de-casas-con-locales-comerciales-_JM,6300000.0,MXN,casa,472.0,282.0,5.0,6.0,6.0,,22340.43,,,,medium,Morelos,Cuernavaca,Bellavista,,,0079,approximate_coordinate,3683.0,1310.0,4261.433028476901,1515.7418591650123,0.5694656488549619,0.8381679389312977,12.97,0.9713453132588636,138,611,37,160,25,84,5,50,6,27,9,31,3,27,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|6300000.0|cuernavaca|bellavista|472.0|282.0|5.0|6.0
mercadolibre,MLM-3215727649,https://casa.mercadolibre.com.mx/MLM-3215727649-casa-en-venta-a-5-minutos-de-la-glorieta-tlaltenangoen-tetela-del-monte-cuernavaca-_JM,6900000.0,MXN,casa,393.18,304.0,4.0,4.0,4.0,,22697.37,,,,medium,Morelos,Cuernavaca,Tetela Del Monte,,,051A,approximate_coordinate,6076.0,1649.0,2685.5540217268144,728.8476928616716,0.4329896907216495,0.6300788356579745,10.09,0.9791542584871948,233,520,133,304,31,61,8,14,1,12,1,1,2,8,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|6900000.0|cuernavaca|tetela del monte|393.18|304.0|4.0|4.0
mercadolibre,MLM-3005969961,https://casa.mercadolibre.com.mx/MLM-3005969961-casa-en-venta-en-jardin-tetela-cuernavaca-morelos-_JM,4850000.0,MXN,casa,174.0,187.0,2.0,3.0,3.0,,25935.83,,,,medium,Morelos,Cuernavaca,Jardín Tetela,,,0045,approximate_coordinate,4034.0,1295.0,2539.353950421818,815.1867540397259,0.6324324324324324,0.7953667953667953,12.44,0.9800531914893617,139,531,38,160,23,82,10,34,5,28,2,11,4,17,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|4850000.0|cuernavaca|jardín tetela|174.0|187.0|2.0|3.0
mercadolibre,MLM-3254233729,https://casa.mercadolibre.com.mx/MLM-3254233729-casa-en-condominio-en-venta-buenavista-cuernavaca-morelos-_JM,5500000.0,MXN,casa,174.0,348.0,3.0,2.0,2.0,,15804.6,,,,medium,Morelos,Cuernavaca,Buenavista,,,101A,approximate_coordinate,1694.0,605.0,897.2966711124132,320.46309682586184,0.8809917355371901,0.9487603305785124,14.37,0.9830687830687832,0,2,0,1,0,0,0,0,0,1,0,0,0,0,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|5500000.0|cuernavaca|buenavista|174.0|348.0|3.0|2.0
mercadolibre,MLM-3254227549,https://casa.mercadolibre.com.mx/MLM-3254227549-venta-casa-en-lomas-tetela-cuernavaca-v305-_JM,4100000.0,MXN,casa,434.0,434.0,3.0,4.0,4.0,,9447.0,,,,medium,Morelos,Cuernavaca,Lomas De Tetela,,,0492,approximate_coordinate,1487.0,475.0,3416.8131454654385,1091.4500632791414,0.7410526315789474,0.8589473684210527,13.24,0.9708994708994708,24,110,9,39,4,9,2,6,0,5,0,0,1,5,B,"missing_coordinates,same_land_and_construction_area",2026-08-18T15:09:03+00:00,mercadolibre|4100000.0|cuernavaca|lomas de tetela|434.0|434.0|3.0|4.0
mercadolibre,MLM-3254235099,https://casa.mercadolibre.com.mx/MLM-3254235099-venta-casa-en-fraccionamiento-lomas-de-tetela-v342-_JM,8000000.0,MXN,casa,2120.0,325.0,3.0,3.0,3.0,,24615.38,,,,medium,Morelos,Cuernavaca,Lomas De Tetela,,,0492,approximate_coordinate,1487.0,475.0,3416.8131454654385,1091.4500632791414,0.7410526315789474,0.8589473684210527,13.24,0.9708994708994708,24,110,9,39,4,9,2,6,0,5,0,0,1,5,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|8000000.0|cuernavaca|lomas de tetela|2120.0|325.0|3.0|3.0
mercadolibre,MLM-3254235919,https://casa.mercadolibre.com.mx/MLM-3254235919-venta-casa-nueva-en-lomas-de-la-selva-v268-_JM,6875000.0,MXN,casa,320.0,250.0,4.0,4.0,4.0,,27500.0,,,,medium,Morelos,Cuernavaca,Lomas de La Selva,,,0168,approximate_coordinate,2609.0,881.0,5786.065903602354,1953.8229440681005,0.5175936435868331,0.7343927355278093,11.88,0.9725036179450072,512,1930,226,604,58,281,67,304,8,60,8,27,5,65,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|6875000.0|cuernavaca|lomas de la selva|320.0|250.0|4.0|4.0
mercadolibre,MLM-5902633064,https://casa.mercadolibre.com.mx/MLM-5902633064-venta-casa-fraccionamiento-maravillas-v244-_JM,5600000.0,MXN,casa,361.0,361.0,4.0,3.0,3.0,,15512.47,,,,medium,Morelos,Cuernavaca,Maravillas,,,0064,approximate_coordinate,4622.0,1440.0,4320.998775933969,1346.2220331771778,0.5763888888888888,0.7833333333333333,11.96,0.9726027397260274,132,1001,46,325,22,150,12,59,3,24,2,22,6,43,B,"missing_coordinates,same_land_and_construction_area",2026-08-18T15:09:03+00:00,mercadolibre|5600000.0|cuernavaca|maravillas|361.0|361.0|4.0|3.0
mercadolibre,MLM-5902646032,https://casa.mercadolibre.com.mx/MLM-5902646032-venta-casa-en-delicias-v135-_JM,6500000.0,MXN,casa,663.0,334.0,3.0,3.0,3.0,,19461.08,,,,medium,Morelos,Cuernavaca,Delicias,,,0204,approximate_coordinate,1258.0,408.0,1514.5847769178977,491.21668440580464,0.8700980392156863,0.9362745098039216,13.48,0.9811046511627908,124,483,37,121,16,61,25,126,7,22,9,20,5,24,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|6500000.0|cuernavaca|delicias|663.0|334.0|3.0|3.0
mercadolibre,MLM-3279411931,https://casa.mercadolibre.com.mx/MLM-3279411931-casa-con-3-recamaras-cerca-uaem-en-santa-maria-ahuacatitlan-cuernavaca-morelos-_JM,3800000.0,MXN,casa,289.0,144.0,3.0,3.0,3.0,,26388.89,,,,medium,Morelos,Cuernavaca,Santa María Ahuacatitlan,,,051A,approximate_coordinate,6076.0,1649.0,2685.5540217268144,728.8476928616716,0.4329896907216495,0.6300788356579745,10.09,0.9791542584871948,107,518,51,302,5,44,2,16,4,15,0,0,0,7,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|3800000.0|cuernavaca|santa maría ahuacatitlan|289.0|144.0|3.0|3.0
icasas,1a66-9fc1-1917371-e6d80237f422-75ff,https://www.icasas.mx/propiedad/1a66-9fc1-1917371-e6d80237f422-75ff,858500.0,MXN,casa,166.0,,3.0,2.0,,,,,18.820619,-98.952373,high,Morelos,Cuautla,emiliano zapata,62744.0,Avenida insurgentes 137,0531,exact_coordinate,2481.0,787.0,3180.65310721542,1008.9375233287124,0.4129606099110546,0.6416772554002541,11.8,0.9889135254988912,1511,3935,818,2121,179,517,72,188,32,83,18,61,38,98,C,missing_construction_area,2026-08-18T15:09:03+00:00,icasas|858500.0|cuautla|emiliano zapata|166.0||3.0|2.0
icasas,4b92-95f3-18ff51a-92368d6bcb49-7faa,https://www.icasas.mx/propiedad/4b92-95f3-18ff51a-92368d6bcb49-7faa,6000000.0,MXN,terreno,1106.0,152.0,2.0,,,,39473.68,5424.95,18.863641,-98.94783,medium,Morelos,Cuautla,Tierra Larga,,,0014,approximate_coordinate,2050.0,523.0,1887.006347057831,481.4167412249978,0.3862332695984704,0.3766730401529636,8.75,0.9742574257425742,139,415,68,200,36,70,1,2,2,4,2,3,1,2,C,,2026-08-18T15:09:03+00:00,icasas|6000000.0|cuautla|tierra larga|1106.0|152.0|2.0|
icasas,d3f5-8478-196ae7e-e197764ef471-7f6f,https://www.icasas.mx/propiedad/d3f5-8478-196ae7e-e197764ef471-7f6f,3980000.0,MXN,casa,209.0,185.0,4.0,3.0,3.0,,21513.51,,18.8483628,-98.9380212,medium,Morelos,Cuautla,Fraccionamiento Valle del Sol,,,0739,approximate_coordinate,952.0,295.0,2612.170243929229,809.4435104612633,0.6915254237288135,0.8271186440677966,12.65,0.9808695652173912,256,1016,82,391,59,183,20,60,8,27,8,13,2,14,B,,2026-08-18T15:09:03+00:00,icasas|3980000.0|cuautla|fraccionamiento valle del sol|209.0|185.0|4.0|3.0
icasas,33cb-8482-96ccc302-d22afe11714e-4860,https://www.icasas.mx/propiedad/33cb-8482-96ccc302-d22afe11714e-4860,2800000.0,MXN,casa,232.0,,3.0,3.0,4.0,,,,18.8724272,-98.9710333,medium,Morelos,Cuautla,Peña Flores,,,0866,approximate_coordinate,4426.0,1165.0,3707.7459312889223,975.9430659628548,0.4034334763948498,0.5141630901287554,9.2,0.98884239888424,112,257,56,127,11,33,7,8,4,10,0,0,0,0,C,missing_construction_area,2026-08-18T15:09:03+00:00,icasas|2800000.0|cuautla|peña flores|232.0||3.0|3.0
icasas,fcd0-92ba-1970582-8c4c72646dde-75b4,https://www.icasas.mx/propiedad/fcd0-92ba-1970582-8c4c72646dde-75b4,2970000.0,MXN,casa,90.4,230.0,4.0,4.0,2.0,,12913.04,,18.871409,-98.916036,medium,Morelos,Cuautla,Unidad habitacional Salvador Esquer,,,0300,approximate_coordinate,1369.0,362.0,3055.7110946541616,808.0112609677184,0.4585635359116022,0.6712707182320442,9.83,0.996937212863706,55,240,21,89,11,52,0,4,3,8,0,1,0,2,B,,2026-08-18T15:09:03+00:00,icasas|2970000.0|cuautla|unidad habitacional salvador esquer|90.4|230.0|4.0|4.0
icasas,ee0a-b979-23626059-5d1530ab947-324e,https://www.icasas.mx/propiedad/ee0a-b979-23626059-5d1530ab947-324e,1500000.0,MXN,casa,150.0,100.0,3.0,2.0,2.0,,15000.0,,18.82767,-98.95424,high,Morelos,Cuautla,emiliano zapata,62744.0,Calzada santa inés 44-48,0391,exact_coordinate,2372.0,662.0,3300.0465117150984,921.0079219036236,0.4803625377643504,0.6903323262839879,10.9,0.9798605731990704,185,1784,71,876,27,260,5,94,6,40,1,14,9,45,A,,2026-08-18T15:09:03+00:00,icasas|1500000.0|cuautla|emiliano zapata|150.0|100.0|3.0|2.0
