source_id,property_type,price,land_area_m2,construction_area_m2,bedrooms,bathrooms,parking_spaces,latitude,longitude,municipality,neighborhood,inegi_cve_ageb
MLM-5743882274,departamento,2000000.0,60.0,60.0,4,3.0,1.0,19.5184262,-99.1563715,Gustavo A. Madero,Progreso Nacional,0440
MLM-3161184781,departamento,3100000.0,52.0,52.0,4,2.0,2.0,19.4024446,-99.1051396,Iztacalco,Granjas México,0132
MLM-3240181015,departamento,1150000.0,60.0,60.0,2,2.0,1.0,19.2411387,-98.9960494,Tláhuac,San Juan Ixtayopan,1018
MLM-5809941392,departamento,3000000.0,56.0,56.0,2,2.0,1.0,19.4325052,-99.0967315,Venustiano Carranza,Moctezuma 2a Seccion,055A
MLM-5187306934,departamento,2700000.0,,80.0,0,2.0,2.0,19.2481076,-99.1233847,Xochimilco,Santiago Tepalcatlalpan,0372
MLM-6028540768,departamento,8300000.0,,91.0,3,2.0,2.0,19.4092659,-99.1795821,Cuauhtémoc,Hipodromo Condesa,1411
MLM-5815151084,departamento,1050000.0,43.0,43.0,2,2.0,1.0,19.3328823,-99.0611774,Iztapalapa,Presidentes De México,5018
MLM-6014641206,departamento,3200000.0,85.0,85.0,5,2.0,2.0,19.3100686,-99.2290272,La Magdalena Contreras,Santa Teresa,0495
MLM-2988362327,departamento,14999990.0,233.0,233.0,4,3.0,3.0,19.3063387,-99.2259026,Tlalpan,Fuentes Del Pedregal,0017
MLM-3240528629,departamento,2160000.0,56.0,56.0,2,2.0,1.0,19.4325052,-99.0967315,Venustiano Carranza,Moctezuma 2a Seccion,055A
MLM-5985603030,departamento,3390000.0,,69.0,3,2.0,2.0,19.3908412,-99.1420033,Benito Juárez,Postal,0280
MLM-5723728936,departamento,1900000.0,68.0,68.0,4,3.0,1.0,19.5052459,-99.1216092,Gustavo A. Madero,San Pedro Zacatenco,0597
MLM-5980286918,departamento,2729000.0,64.0,64.0,2,2.0,2.0,19.4045642,-99.0695045,Iztacalco,Agrícola Oriental,0128
MLM-5192025354,departamento,8390000.0,290.0,290.0,6,3.0,3.0,19.3267187,-99.22256,La Magdalena Contreras,San Jerónimo Lídice,0086
MLM-5856699774,departamento,1450000.0,53.0,53.0,2,2.0,1.0,19.2952462,-99.0586167,Tláhuac,La Turba,1253
MLM-2878181461,departamento,2150000.0,57.0,57.0,3,2.0,1.0,19.4950374,-99.1802452,Azcapotzalco,Santa Bárbara,0133
MLM-3136216265,departamento,4730000.0,70.0,70.0,3,2.0,1.0,19.3042136,-99.1898531,Coyoacán,El Reloj,1105
MLM-5368473650,departamento,2400000.0,63.0,63.0,4,2.0,2.0,19.4617797,-99.1241385,Gustavo A. Madero,7 de Noviembre,1773
MLM-4743997004,departamento,1050000.0,45.0,45.0,2,2.0,1.0,19.3744712,-99.1341857,Iztapalapa,Zacahuitzco,0483
MLM-2735868873,departamento,3850000.0,109.0,109.0,5,2.0,2.0,19.3267187,-99.22256,La Magdalena Contreras,San Jerónimo Aculco,0086
MLM-6013072468,departamento,3300000.0,87.0,87.0,2,1.0,1.0,19.4497398,-99.2150977,Miguel Hidalgo,Lomas De Sotelo,0321
MLM-5934852576,departamento,1100000.0,63.0,78.0,2,2.0,1.0,19.2837458,-99.0433606,Tláhuac,La Draga,1376
MLM-3205938349,departamento,2800000.0,77.0,77.0,3,3.0,1.0,19.4325052,-99.0967315,Venustiano Carranza,Moctezuma 2a Seccion,055A
MLM-5985603068,departamento,5750000.0,,170.0,4,3.0,3.0,19.3698638,-99.1609858,Benito Juárez,Santa Cruz Atoyac,083A
MLM-3157295655,departamento,5300000.0,93.0,93.0,5,2.0,2.0,19.3354047,-99.153659,Coyoacán,Los Reyes,0450
MLM-2718608817,departamento,1748500.0,60.0,60.0,3,2.0,1.0,19.4740027,-99.1255167,Gustavo A. Madero,Santa Rosa,1595
MLM-3240793359,departamento,2650000.0,60.0,60.0,2,2.0,1.0,19.4045642,-99.0695045,Iztacalco,Agrícola Oriental,0128
MLM-4833769348,departamento,1650000.0,59.0,59.0,2,2.0,1.0,19.3760519,-99.060894,Iztapalapa,Leyes De Reforma,547A
MLM-5179292570,departamento,5490000.0,132.0,132.0,3,2.0,2.0,19.3074695,-99.2294076,La Magdalena Contreras,Pedregal 2,0508
MLM-6011184440,departamento,3310000.0,110.0,110.0,2,2.0,2.0,19.2701141,-99.2407087,Tlalpan,Bosques Del Pedregal,1509
MLM-5878269174,departamento,2300000.0,60.0,60.0,3,3.0,1.0,19.4163243,-99.1071279,Venustiano Carranza,Jardín Balbuena,1100
MLM-5296395932,departamento,2600000.0,,62.4,0,2.0,1.0,19.2481076,-99.1233847,Xochimilco,Santiago Tepalcatlalpan,0372
MLM-5072002956,departamento,910000.0,47.0,47.0,2,2.0,1.0,19.3263051,-99.0410691,Iztapalapa,Desarrollo Urbano Quetzalcóatl,3064
MLM-2386576015,departamento,8300000.0,193.0,193.0,2,2.0,2.0,19.3177076,-99.2235278,La Magdalena Contreras,Héroes De Padierna,0194
MLM-6004336062,departamento,2500000.0,65.0,65.0,3,3.0,1.0,19.2580172,-99.1172212,Xochimilco,Jardines Del Sur,0315
MLM-2907464873,departamento,2895000.0,60.0,60.0,2,2.0,2.0,19.4646427,-99.111975,Gustavo A. Madero,Bondojito,2061
MLM-3356302935,departamento,1850000.0,70.0,70.0,2,2.0,1.0,19.409865,-99.0666396,Iztacalco,Agrícola Pantitlan,1179
MLM-5560667134,departamento,1264800.0,54.0,54.0,2,2.0,1.0,19.334449,-99.0803077,Iztapalapa,San Juan Xalpa,2831
MLM-2662431579,departamento,2535860.0,90.0,90.0,5,2.0,2.0,19.2689087,-99.2099933,Tlalpan,Cruz Del Farol,1462
MLM-4351465930,departamento,1550000.0,68.0,68.0,2,2.0,1.0,19.4274701,-99.0610236,Venustiano Carranza,Arenal Puerto Aéreo,1505
MLM-3341233715,departamento,6200000.0,85.0,85.0,4,2.0,2.0,19.3601941,-99.1668669,Benito Juárez,Xoco,0967
MLM-5992186584,departamento,2995000.0,85.0,85.0,2,1.0,1.0,19.4462672,-99.1526509,Cuauhtémoc,Buenavista,049A
MLM-3081812227,departamento,4813900.0,65.0,65.0,4,2.0,2.0,19.5057393,-99.1480141,Gustavo A. Madero,Lindavista Norte,0525
MLM-5227913404,departamento,2520000.0,66.0,66.0,3,2.0,1.0,19.4024446,-99.1051396,Iztacalco,Granjas México,0132
MLM-2864923755,departamento,1928842.62,68.0,68.0,2,2.0,1.0,19.3310619,-99.0214906,Iztapalapa,La Era,3276
MLM-2979688957,departamento,2547000.0,72.0,72.0,0,2.0,0.0,19.4442934,-99.1091012,Venustiano Carranza,20 de Noviembre,0278
MLM-5390321768,departamento,2200000.0,73.0,73.0,5,2.0,2.0,19.2459053,-99.0739616,Xochimilco,Santa Cruz Acalpixca,1154
MLM-5823398292,departamento,3905000.0,,92.0,2,1.0,1.0,19.4592384,-99.1750128,Azcapotzalco,Obrero Popular,0824
MLM-2784668643,departamento,13750000.0,214.0,214.0,3,3.0,3.0,19.3942366,-99.1670335,Benito Juárez,Colonia Del Valle,0045
MLM-6013090594,departamento,4250000.0,51.0,51.0,0,1.0,1.0,19.4058335,-99.1633037,Cuauhtémoc,Roma Sur,145A
MLM-5858797128,departamento,2600000.0,70.0,70.0,3,3.0,1.0,19.5137085,-99.1348947,Gustavo A. Madero,La Purísima Ticoman,0559
MLM-5758062172,departamento,1175000.0,70.0,70.0,2,2.0,1.0,19.334449,-99.0803077,Iztapalapa,San Juan Xalpa,2831
MLM-5594243864,departamento,4777000.0,71.0,71.0,4,2.0,2.0,19.3267187,-99.22256,La Magdalena Contreras,San Jerónimo Lídice,0086
MLM-6010700916,departamento,24750000.0,285.0,285.0,0,2.0,2.0,19.43353,-99.190915,Miguel Hidalgo,Polanco,0660
MLM-5731965850,departamento,2570000.0,87.0,87.0,3,2.0,2.0,19.2641543,-99.1180021,Xochimilco,Huichapan,0160
MLM-3323478253,departamento,3997957.0,43.0,43.0,2,1.0,1.0,19.4379452,-99.1624218,Cuauhtémoc,San Rafael,0682
MLM-3239973901,departamento,3250000.0,74.0,74.0,3,2.0,4.0,19.4045642,-99.0695045,Iztacalco,Agrícola Oriental,0128
MLM-5594243640,departamento,4779359.0,88.0,88.0,4,2.0,2.0,19.3267187,-99.22256,La Magdalena Contreras,San Jerónimo Lídice,0086
MLM-5124981024,departamento,22500000.0,,229.0,4,3.0,3.0,19.43353,-99.190915,Miguel Hidalgo,Polanco,0660
MLM-5658638408,departamento,2490000.0,70.0,70.0,3,3.0,1.0,19.275231,-99.1719343,Tlalpan,Tlalcoligia,1119
MLM-5771460156,departamento,1790000.0,56.0,56.0,2,2.0,1.0,19.453916,-99.1230904,Venustiano Carranza,Nicolás Bravo,0032
MLM-5934629714,departamento,4700000.0,80.0,75.0,2,2.0,2.0,19.5052162,-99.1257391,Gustavo A. Madero,Residencial Zacatenco,060A
MLM-3188970231,departamento,2850000.0,73.0,73.0,3,3.0,1.0,19.2724519,-99.1247548,Xochimilco,Las Peritas,107A
MLM-3246458211,departamento,8990000.0,115.0,115.0,5,2.0,2.0,19.386924,-99.1636016,Benito Juárez,Del Valle Centro,0416
MLM-2917664793,departamento,4200000.0,64.0,64.0,2,2.0,1.0,19.4183227,-99.1625655,Cuauhtémoc,Roma Norte,1002
MLM-2784655303,departamento,15500000.0,,220.0,4,3.0,3.0,19.43353,-99.190915,Miguel Hidalgo,Polanco,0660
MLM-5402546924,departamento,12950000.0,162.0,156.0,2,2.0,2.0,19.3026187,-99.228181,Tlalpan,Los Framboyanes,1388
MLM-5444806394,departamento,4500000.0,65.0,60.0,2,2.0,2.0,19.3890898,-99.1743711,Benito Juárez,Ampliación Napoles,0384
MLM-6019340542,casa,6000000.0,265.0,265.0,9,4.0,4.0,19.3190039,-99.1278899,Coyoacán,Los Cipreses,0889
MLM-5193006104,departamento,5800000.0,110.0,110.0,4,2.0,2.0,19.4092659,-99.1795821,Cuauhtémoc,Hipodromo Condesa,1411
MLM-5569358478,departamento,3300000.0,64.0,64.0,3,2.0,2.0,19.4762375,-99.0838386,Gustavo A. Madero,Ampliación San Juan de Aragón,1913
MLM-3183282083,departamento,2720000.0,60.69,60.69,1,1.0,1.0,19.4013018,-99.1315852,Iztacalco,Viaducto Piedad,0236
MLM-2907981877,departamento,7165000.0,166.0,166.0,0,3.0,3.0,19.3267187,-99.22256,La Magdalena Contreras,San Jerónimo Lídice,0086
MLM-3262991449,departamento,4219760.0,110.0,110.0,5,2.0,2.0,19.2670201,-99.1514186,Tlalpan,Fuentes De Tepepan,2140
MLM-3227297531,departamento,1200000.0,33.0,33.0,2,1.0,1.0,19.4305791,-99.1073405,Venustiano Carranza,Moctezuma 1a Seccion,0530
MLM-6021502904,departamento,3550000.0,93.0,87.0,3,2.0,2.0,19.2678229,-99.1255109,Xochimilco,La Noria,0160
MLM-3136230043,departamento,3905000.0,92.0,92.0,2,1.0,1.0,19.4659567,-99.1821386,Azcapotzalco,Clavería,0701
MLM-5561565228,departamento,3963783.0,85.0,85.0,3,2.0,2.0,19.3932666,-99.1502584,Benito Juárez,Colonia Narvarte Oriente,0098
MLM-3338441645,departamento,4993600.0,76.0,76.0,3,2.0,2.0,19.3042136,-99.1898531,Coyoacán,El Reloj,1105
MLM-2907618419,departamento,2299999.0,64.0,64.0,4,3.0,1.0,19.3769065,-99.1173931,Iztapalapa,Ampliación El Triunfo,0337
MLM-2907981847,departamento,5900000.0,85.0,85.0,0,2.0,2.0,19.3071968,-99.2335239,La Magdalena Contreras,La Magdalena Contreras,0334
MLM-2605733205,departamento,1732500.0,34.0,34.0,2,1.0,1.0,19.4553604,-99.1907173,Miguel Hidalgo,Tacuba,0143
MLM-5147252856,departamento,2325000.0,64.0,64.0,3,2.0,2.0,19.412135,-99.0759808,Venustiano Carranza,Ampliación Aviación Civil,1295
MLM-5979788824,departamento,2400000.0,60.0,60.0,2,2.0,1.0,19.2678229,-99.1255109,Xochimilco,La Noria,0160
MLM-5983778728,departamento,5900000.0,166.0,166.0,3,4.0,4.0,19.303295,-99.185039,Coyoacán,Insurgentes Cuicuilco,1529
MLM-2745118549,departamento,1795000.0,46.0,46.0,2,2.0,1.0,19.4045642,-99.0695045,Iztacalco,Agrícola Oriental,0128
MLM-4841747260,departamento,2200000.0,72.0,72.0,2,2.0,1.0,19.3632066,-99.0709442,Iztapalapa,Leyes de Reforma 1a Sección,3670
MLM-5935902020,departamento,7143000.0,135.0,135.0,0,3.0,3.0,19.3267187,-99.22256,La Magdalena Contreras,San Jerónimo Lídice,0086
MLM-5412815500,departamento,26000000.0,405.0,405.0,4,3.0,3.0,19.43353,-99.190915,Miguel Hidalgo,Polanco,0660
MLM-3065988505,departamento,5800000.0,93.0,93.0,2,2.0,1.0,19.2944916,-99.1628698,Tlalpan,Toriello Guerra,0407
MLM-3288892441,departamento,1790000.0,51.0,51.0,0,2.0,1.0,19.4527151,-99.1187688,Venustiano Carranza,Popular Rastro,0032
MLM-6032803308,departamento,1730000.0,68.0,68.0,2,2.0,1.0,19.2437679,-99.1020236,Xochimilco,San Lorenzo Atemoaya,0438
MLM-3125686543,departamento,1400000.0,36.0,36.0,1,1.0,1.0,19.4741382,-99.1854296,Azcapotzalco,Del Recreo,0472
MLM-2782977297,departamento,7767000.0,80.0,80.0,1,2.0,2.0,19.3601941,-99.1668669,Benito Juárez,Xoco,0967
MLM-5596430884,departamento,3000000.0,97.0,97.0,3,2.0,1.0,19.346188,-99.1356291,Coyoacán,Campestre Churubusco,0179
MLM-2784802885,departamento,10800000.0,150.0,150.0,4,3.0,3.0,19.4183227,-99.1625655,Cuauhtémoc,Roma Norte,1002
MLM-5233491396,departamento,2200000.0,59.0,59.0,2,2.0,2.0,19.409865,-99.0666396,Iztacalco,Agrícola Pantitlan,1179
MLM-2907981815,departamento,8700000.0,160.0,160.0,0,3.0,3.0,19.3267187,-99.22256,La Magdalena Contreras,San Jerónimo Lídice,0086
MLM-2984762133,departamento,22500000.0,273.0,223.0,4,3.0,3.0,19.43353,-99.190915,Miguel Hidalgo,Polanco,0660
MLM-5991344948,departamento,2750000.0,51.0,51.0,1,2.0,1.0,19.4264684,-99.1098256,Venustiano Carranza,Moctezuma,0615
MLM-5015908254,departamento,6400000.0,144.0,144.0,4,2.0,2.0,19.3788814,-99.1587376,Benito Juárez,Del Valle Norte,0628
MLM-4995492024,departamento,4642000.0,83.0,84.0,3,2.0,2.0,19.4489743,-99.1571438,Cuauhtémoc,Santa María La Ribera,0485
MLM-3314480025,departamento,1375000.0,54.0,54.0,2,2.0,1.0,19.334449,-99.0803077,Iztapalapa,San Juan Xalpa,2831
MLM-5832748250,departamento,2900000.0,74.0,74.0,2,2.0,1.0,19.333359,-99.2115168,La Magdalena Contreras,Unidad Independencia IMSS,0029
MLM-2605746999,departamento,16000000.0,170.0,170.0,4,2.0,2.0,19.4210896,-99.2184637,Miguel Hidalgo,Lomas De Chapultepec,0919
MLM-5235937426,departamento,3300000.0,60.0,60.0,3,2.0,1.0,19.3354047,-99.153659,Coyoacán,Los Reyes,0450
MLM-4995461994,departamento,9850000.0,120.9,120.9,3,2.0,2.0,19.4183227,-99.1625655,Cuauhtémoc,Roma Norte,1002
MLM-5153842400,departamento,1090000.0,40.0,40.0,1,1.0,1.0,19.4679344,-99.1422687,Gustavo A. Madero,Vallejo,1735
MLM-5400684400,departamento,2900000.0,116.0,71.0,2,2.0,3.0,19.3884796,-99.1275148,Iztacalco,Santiago Sur,0753
MLM-2784656661,departamento,3150000.0,49.77,49.77,2,1.0,1.0,19.4489743,-99.1571438,Cuauhtémoc,Santa María La Ribera,0485
MLM-5412750122,departamento,1590000.0,46.0,46.0,2,2.0,1.0,19.3600219,-99.1265135,Iztapalapa,Cacama,091A
MLM-4761549950,departamento,10700000.0,,243.0,3,2.0,2.0,19.4210896,-99.2184637,Miguel Hidalgo,Lomas De Chapultepec,0919
MLM-4995507682,departamento,4600000.0,,105.0,4,2.0,2.0,19.419664,-99.1160417,Venustiano Carranza,Aeronautica Militar,0719
MLM-5803149352,departamento,1900000.0,56.0,56.0,3,2.0,1.0,19.3275616,-99.1215126,Coyoacán,Culhuacán CTM Sección I,1745
MLM-5874831992,departamento,4000000.0,63.87,120.0,3,2.0,2.0,19.4489743,-99.1571438,Cuauhtémoc,Santa María La Ribera,0485
MLM-5178859272,departamento,1650000.0,,51.0,2,2.0,1.0,19.4693271,-99.0845932,Gustavo A. Madero,San Juan De Aragón,2945
MLM-4971663144,departamento,2452006.0,48.0,48.0,3,2.0,1.0,19.4024446,-99.1051396,Iztacalco,Granjas México,0132
MLM-5412803798,departamento,10500000.0,181.0,181.0,4,3.0,3.0,19.43353,-99.190915,Miguel Hidalgo,Polanco,0660
MLM-5960067960,departamento,5500000.0,93.0,93.0,2,2.0,1.0,19.2944916,-99.1628698,Tlalpan,Toriello Guerra,0407
MLM-2938256693,departamento,2200000.0,67.0,67.0,2,2.0,1.0,19.419664,-99.1160417,Venustiano Carranza,Aeronautica Militar,0719
MLM-2758365011,departamento,3100000.0,64.0,64.0,4,2.0,2.0,19.4837742,-99.2101951,Azcapotzalco,San Pedro Xalpa,1095
MLM-5298377450,departamento,5500000.0,115.0,115.0,4,3.0,1.0,19.3532702,-99.1731614,Coyoacán,Del Carmen,0018
MLM-4995493348,departamento,4449000.0,64.0,66.0,3,2.0,2.0,19.4462672,-99.1526509,Cuauhtémoc,Buenavista,049A
MLM-3263007629,departamento,1850000.0,68.81,68.81,2,2.0,1.0,19.5052459,-99.1216092,Gustavo A. Madero,San Pedro Zacatenco,0597
MLM-5240948076,departamento,3704210.0,60.0,60.0,3,2.0,2.0,19.4024446,-99.1051396,Iztacalco,Granjas México,0132
MLM-5412790186,departamento,25000000.0,336.0,336.0,4,3.0,3.0,19.43353,-99.190915,Miguel Hidalgo,Polanco,0660
MLM-2956982349,departamento,18850000.0,235.0,235.0,3,3.0,3.0,19.3026187,-99.228181,Tlalpan,Los Framboyanes,1388
MLM-5668988320,departamento,5280000.0,,129.54,4,3.0,1.0,19.3788814,-99.1587376,Benito Juárez,Del Valle Norte,0628
MLM-2984775193,departamento,5938877.0,42.0,42.0,2,1.0,1.0,19.4183227,-99.1625655,Cuauhtémoc,Roma Norte,1002
MLM-2847955771,departamento,2650000.0,60.0,60.0,2,2.0,2.0,19.4787952,-99.1460154,Gustavo A. Madero,Magdalena De Las Salinas,1383
MLM-3013896121,departamento,3100000.0,60.0,60.0,4,2.0,2.0,19.4024446,-99.1051396,Iztacalco,Granjas México,0132
MLM-5555288990,departamento,1600000.0,49.0,49.0,7,2.0,1.0,19.3711176,-99.0765271,Iztapalapa,Guadalupe Del Moral,0553
MLM-3049625847,departamento,55000000.0,,520.0,5,4.0,4.0,19.43353,-99.190915,Miguel Hidalgo,Polanco,0660
MLM-5326345956,departamento,12550000.0,146.0,146.0,2,2.0,2.0,19.3026187,-99.228181,Tlalpan,Los Framboyanes,1388
MLM-3081817843,departamento,3200000.0,57.0,57.0,3,2.0,1.0,19.4806399,-99.1915215,Azcapotzalco,San Francisco Tetecala,1023
MLM-3129904951,departamento,3200000.0,78.0,78.0,2,2.0,2.0,19.3452007,-99.1247366,Coyoacán,Paseos De Taxqueña,0200
MLM-4995495110,departamento,4899000.0,65.0,65.0,3,2.0,2.0,19.4462672,-99.1526509,Cuauhtémoc,Buenavista,049A
MLM-3161580851,departamento,3300000.0,75.0,75.0,2,2.0,2.0,19.5052162,-99.1257391,Gustavo A. Madero,Residencial Zacatenco,060A
MLM-5438855200,departamento,2428000.0,60.0,60.0,2,2.0,2.0,19.409865,-99.0666396,Iztacalco,Agrícola Pantitlan,1179
MLM-2978474477,departamento,4899000.0,87.13,87.13,2,2.0,2.0,19.4402557,-99.1926322,Miguel Hidalgo,Granada,0571
MLM-3086316205,departamento,17300000.0,,235.0,5,4.0,4.0,19.3665269,-99.1854833,Benito Juárez,San José Insurgentes,090A
MLM-5412790350,departamento,7300000.0,,109.16,4,2.0,2.0,19.4092659,-99.1795821,Cuauhtémoc,Hipodromo Condesa,1411
MLM-5639892024,departamento,2600000.0,68.0,68.0,2,2.0,2.0,19.409865,-99.0666396,Iztacalco,Agrícola Pantitlan,1179
MLM-2605897833,departamento,12490000.0,245.0,245.0,4,3.0,3.0,19.3071968,-99.2335239,La Magdalena Contreras,La Magdalena Contreras,0334
MLM-4761586236,departamento,10000000.0,284.0,294.0,4,2.0,2.0,19.43353,-99.190915,Miguel Hidalgo,Polanco,0660
MLM-5287919608,departamento,2200000.0,48.0,48.0,2,2.0,1.0,19.4206277,-99.0888817,Venustiano Carranza,Federal,1011
MLM-3239067181,departamento,4249000.0,97.0,97.0,5,2.0,2.0,19.4741382,-99.1854296,Azcapotzalco,Del Recreo,0472
MLM-3136273273,departamento,5100000.0,95.0,95.0,2,2.0,2.0,19.3060161,-99.1757027,Coyoacán,Pedregal De Carrasco,1571
MLM-3227413679,departamento,2598000.0,74.0,74.0,2,2.0,2.0,19.3071322,-99.2450982,La Magdalena Contreras,Pueblo Nuevo Bajo,0300
MLM-5412790176,departamento,32000000.0,505.0,343.0,3,2.0,2.0,19.43353,-99.190915,Miguel Hidalgo,Polanco,0660
MLM-5395506000,departamento,2348000.0,44.0,44.0,3,2.0,1.0,19.4206277,-99.0888817,Venustiano Carranza,Federal,1011
MLM-3029953203,departamento,2598726.0,56.0,56.0,2,2.0,2.0,19.4786291,-99.1772015,Azcapotzalco,Libertad,0491
MLM-4995529044,departamento,10900000.0,185.0,185.0,4,2.0,2.0,19.3788814,-99.1587376,Benito Juárez,Del Valle Norte,0628
MLM-2745197379,departamento,6200000.0,180.0,90.0,3,2.0,2.0,19.303295,-99.185039,Coyoacán,Insurgentes Cuicuilco,1529
MLM-4995504264,departamento,9500000.0,203.0,95.0,3,2.0,2.0,19.4379452,-99.1624218,Cuauhtémoc,San Rafael,0682
MLM-5199983728,departamento,3218999.0,58.0,58.0,4,2.0,2.0,19.4013018,-99.1315852,Iztacalco,Viaducto Piedad,0236
MLM-2962067805,departamento,16000000.0,283.94,283.94,4,3.0,3.0,19.43353,-99.190915,Miguel Hidalgo,Polanco,0660
MLM-2606054955,departamento,2845000.0,60.0,60.0,3,2.0,1.0,19.4206277,-99.0888817,Venustiano Carranza,Federal,1011
MLM-3323501621,departamento,2988600.0,65.0,65.0,3,2.0,2.0,19.4747167,-99.1631518,Azcapotzalco,Cosmopolita,0364
MLM-5856105514,departamento,3600000.0,102.0,102.0,5,3.0,1.0,19.3731993,-99.138781,Benito Juárez,Zacahuitzco,0670
MLM-5769960040,departamento,15000000.0,289.0,289.0,10,4.0,4.0,19.3532702,-99.1731614,Coyoacán,Del Carmen,0018
MLM-2965886355,departamento,6000000.0,89.0,89.0,3,2.0,1.0,19.4093714,-99.1712126,Cuauhtémoc,Hipódromo,1341
MLM-5139313616,departamento,2800000.0,63.0,63.0,5,2.0,2.0,19.409865,-99.0666396,Iztacalco,Agrícola Pantitlan,1179
MLM-2984750641,departamento,9500000.0,115.0,115.0,3,2.0,2.0,19.4425356,-99.2102915,Miguel Hidalgo,Irrigación,0548
MLM-5338576704,departamento,6500000.0,155.0,155.0,3,2.0,2.0,19.2944916,-99.1628698,Tlalpan,Toriello Guerra,0407
MLM-5887719560,departamento,1750000.0,68.0,68.0,3,3.0,1.0,19.4333386,-99.1171923,Venustiano Carranza,10 de Mayo,0507
MLM-2784803461,departamento,19985000.0,325.0,325.0,4,3.0,3.0,19.3665269,-99.1854833,Benito Juárez,San José Insurgentes,090A
MLM-3246606699,departamento,4250000.0,64.0,64.0,2,2.0,2.0,19.3219948,-99.1387932,Coyoacán,San Pablo Tepetlapa,0696
MLM-5164273632,departamento,12500000.0,127.0,127.0,3,2.0,2.0,19.4092659,-99.1795821,Cuauhtémoc,Hipodromo Condesa,1411
MLM-3058414387,departamento,3870000.0,57.0,57.0,4,2.0,2.0,19.4024446,-99.1051396,Iztacalco,Granjas México,0132
MLM-2923432079,departamento,2866200.0,52.0,52.0,2,2.0,1.0,19.3712812,-99.1293644,Iztapalapa,San Andrés Tetepilco,0500
MLM-3049625815,departamento,149400000.0,998.0,998.0,7,6.0,6.0,19.43353,-99.190915,Miguel Hidalgo,Polanco,0660
MLM-2811429745,departamento,2200000.0,65.0,65.0,2,2.0,1.0,19.2689087,-99.2099933,Tlalpan,Cruz Del Farol,1462
MLM-5535206552,departamento,2544586.0,47.0,47.0,2,2.0,1.0,19.4846946,-99.1927868,Azcapotzalco,Santo Tomas,0294
MLM-3053914403,departamento,3604965.0,54.0,54.0,1,0.0,1.0,19.3042136,-99.1898531,Coyoacán,El Reloj,1105
MLM-3297955417,departamento,1836000.0,57.0,57.0,4,3.0,1.0,19.3221728,-99.0956838,Iztapalapa,Lomas Estrella,4429
MLM-5969778914,departamento,6990000.0,135.0,135.0,1,3.0,3.0,19.3267187,-99.22256,La Magdalena Contreras,San Jerónimo Lídice,0086
MLM-5246237210,departamento,3770000.0,54.0,54.0,4,2.0,2.0,19.4159143,-99.1247525,Venustiano Carranza,Lorenzo Boturini,1045
MLM-3277990077,departamento,1750000.0,45.0,50.0,1,1.0,1.0,19.4653569,-99.1516354,Azcapotzalco,Arenal,0769
MLM-3102109973,departamento,3200000.0,65.0,65.0,3,2.0,1.0,19.5057393,-99.1480141,Gustavo A. Madero,Lindavista Norte,0525
MLM-5959401898,departamento,2111464.0,59.0,59.0,4,3.0,1.0,19.3221728,-99.0956838,Iztapalapa,Lomas Estrella,4429
MLM-2984762281,departamento,7143000.0,160.0,160.0,4,2.0,2.0,19.3269005,-99.2165767,La Magdalena Contreras,Pedregal de San Jerónimo,0086
MLM-5830904800,departamento,2250000.0,55.0,55.0,7,2.0,1.0,19.4222714,-99.097046,Venustiano Carranza,Santa Cruz Aviación,1007
MLM-3041944413,departamento,3936783.0,84.0,84.0,3,2.0,2.0,19.4025902,-99.1559072,Benito Juárez,Piedad Narvarte,0011
MLM-4532073438,departamento,4000000.0,42.0,42.0,2,1.0,1.0,19.4092659,-99.1795821,Cuauhtémoc,Hipodromo Condesa,1411
MLM-6004634156,departamento,1600000.0,54.0,54.0,2,2.0,1.0,19.4853685,-99.0843224,Gustavo A. Madero,El Milagro,2930
MLM-5584374418,casa,7150000.0,500.0,180.81,0,2.0,2.0,19.3267187,-99.22256,La Magdalena Contreras,San Jerónimo Lídice,0086
MLM-5412815094,departamento,15500000.0,165.0,165.0,3,2.0,2.0,19.43353,-99.190915,Miguel Hidalgo,Polanco,0660
MLM-3729454262,departamento,3990000.0,110.0,110.0,2,2.0,3.0,19.3063387,-99.2259026,Tlalpan,Fuentes Del Pedregal,0017
MLM-5246121896,departamento,1860100.0,38.0,38.0,2,1.0,1.0,19.4113365,-99.1258365,Venustiano Carranza,Artes Gráficas,1312
MLM-3053876265,departamento,2656896.0,34.0,34.0,1,0.0,1.0,19.3042136,-99.1898531,Coyoacán,El Reloj,1105
MLM-4995474392,departamento,4900000.0,52.0,52.0,2,1.0,1.0,19.4183227,-99.1625655,Cuauhtémoc,Roma Norte,1002
MLM-3348378811,departamento,2729000.0,64.0,64.0,4,2.0,2.0,19.4045642,-99.0695045,Iztacalco,Agrícola Oriental,0128
MLM-5991053704,departamento,2853500.0,95.0,95.0,3,2.0,2.0,19.3221728,-99.0956838,Iztapalapa,Lomas Estrella,4429
MLM-5262365936,departamento,11500000.0,350.0,236.0,0,3.0,3.0,19.3159494,-99.2409104,La Magdalena Contreras,Lomas Quebradas,0211
MLM-5015928024,departamento,14000000.0,294.0,294.0,4,2.0,2.0,19.43353,-99.190915,Miguel Hidalgo,Polanco,0660
MLM-3263031541,departamento,2490000.0,65.0,65.0,2,2.0,2.0,19.2693489,-99.1574109,Tlalpan,Ejidos De San Pedro Mártir,2136
