source_id,property_type,price,land_area_m2,construction_area_m2,bedrooms,bathrooms,parking_spaces,latitude,longitude,municipality,neighborhood,inegi_cve_ageb
MLM-6019979870,casa,11000000.0,220.0,220.0,2,2.0,2.0,19.386924,-99.1636016,Benito Juárez,Del Valle Centro,0416
MLM-5935992052,casa,6100000.0,176.0,207.0,3,3.0,1.0,19.4046574,-99.1302775,Cuauhtémoc,Asturias,1515
MLM-2937242271,casa,17850000.0,600.0,400.0,3,5.0,5.0,19.3470432,-99.0553574,Iztapalapa,Colonial Iztapalapa,1481
MLM-2858654399,casa,11900000.0,182.0,240.0,2,2.0,2.0,19.4092659,-99.1795821,Cuauhtémoc,Hipodromo Condesa,1411
MLM-4995493444,casa,9500000.0,336.0,286.0,3,2.0,2.0,19.3656187,-99.1899364,Benito Juárez,Merced Gómez,0882
MLM-3017449407,casa,14950000.0,213.0,213.0,3,2.0,2.0,19.4058335,-99.1633037,Cuauhtémoc,Roma Sur,145A
MLM-4995472004,casa,10400000.0,48.12,163.0,3,3.0,3.0,19.386924,-99.1636016,Benito Juárez,Del Valle Centro,0416
MLM-3279331027,casa,1499000.0,100.0,58.0,3,3.0,1.0,19.3691702,-99.0282389,Iztapalapa,Ejercito De Oriente,0604
MLM-2841387303,casa,11200000.0,195.0,400.0,4,2.0,2.0,19.3760816,-99.1550215,Benito Juárez,Letran Valle,0628
MLM-5716290028,casa,15300000.0,107.0,193.0,2,4.0,4.0,19.4148639,-99.176429,Cuauhtémoc,Condesa,1322
MLM-4694034888,casa,13600000.0,175.0,210.0,3,2.0,2.0,19.386924,-99.1636016,Benito Juárez,Del Valle Centro,0416
MLM-5438042870,casa,6800000.0,163.0,204.0,4,2.0,2.0,19.3825107,-99.1419109,Benito Juárez,Américas Unidas,0492
MLM-5912998242,casa,14900000.0,170.0,170.0,2,2.0,2.0,19.4148639,-99.176429,Cuauhtémoc,Condesa,1322
MLM-3229325747,casa,6700000.0,125.0,250.0,3,2.0,2.0,19.3652724,-99.123584,Iztapalapa,Unidad Modelo,2526
MLM-4761872760,casa,13300000.0,86.64,287.0,3,2.0,2.0,19.3942366,-99.1670335,Benito Juárez,Colonia Del Valle,0045
MLM-5476223506,casa,13600000.0,108.0,263.0,3,4.0,4.0,19.3819919,-99.1536795,Benito Juárez,Vértiz Narvarte,044A
MLM-5389863268,casa,12000000.0,204.0,189.0,4,2.0,2.0,19.4058335,-99.1633037,Cuauhtémoc,Roma Sur,145A
MLM-2750135147,casa,4390000.0,108.0,216.0,4,2.0,2.0,19.3263051,-99.0410691,Iztapalapa,Desarrollo Urbano Quetzalcóatl,3064
MLM-2500983613,casa,9000000.0,112.0,291.0,2,4.0,4.0,19.3755626,-99.1456676,Benito Juárez,San Simón Ticumac,0647
MLM-3264355433,casa,15000000.0,94.0,245.0,2,2.0,2.0,19.4183227,-99.1625655,Cuauhtémoc,Roma Norte,1002
MLM-4761689702,casa,10500000.0,132.0,183.0,4,2.0,2.0,19.3915073,-99.1855297,Benito Juárez,San Pedro De Los Pinos,0350
MLM-5476210792,casa,22000000.0,275.0,450.0,4,3.0,3.0,19.3835265,-99.1740387,Benito Juárez,Insurgentes San Borja,0581
MLM-4577138036,casa,3400000.0,89.0,300.0,9,3.0,3.0,19.3399644,-99.0046766,Iztapalapa,Vicente Guerrero,3242
MLM-2895601693,casa,9000000.0,142.0,142.0,3,3.0,3.0,19.3915073,-99.1855297,Benito Juárez,San Pedro De Los Pinos,0350
MLM-5537369664,casa,13700000.0,173.0,173.0,4,3.0,3.0,19.3665269,-99.1854833,Benito Juárez,San José Insurgentes,090A
MLM-5857116464,casa,9200000.0,240.0,281.0,4,2.0,2.0,19.3609127,-99.1182331,Iztapalapa,Héroes De Churubusco,0939
MLM-5306244762,casa,2950000.0,59.0,177.0,5,3.0,3.0,19.3607454,-99.0561187,Iztapalapa,Unidad Vicente Guerrero,1049
MLM-3343286665,casa,10750000.0,221.0,271.0,3,2.0,2.0,19.3942366,-99.1670335,Benito Juárez,Colonia Del Valle,0045
MLM-5866104148,casa,7800000.0,125.0,250.0,3,2.0,2.0,19.3652724,-99.123584,Iztapalapa,Unidad Modelo,2526
MLM-3335067919,casa,22000000.0,411.0,323.0,4,3.0,3.0,19.3665269,-99.1854833,Benito Juárez,San José Insurgentes,090A
MLM-4395206436,casa,54000000.0,300.0,325.0,4,4.0,4.0,19.4183227,-99.1625655,Cuauhtémoc,Roma Norte,1002
MLM-3272828139,casa,4310000.0,172.0,359.0,6,5.0,5.0,19.3328823,-99.0611774,Iztapalapa,Presidentes De México,5018
MLM-2947896659,casa,14390000.0,90.0,280.0,3,3.0,3.0,19.3941528,-99.1720448,Benito Juárez,Del Valle Sur,0223
MLM-5101643248,casa,11190000.0,289.0,256.0,4,4.0,4.0,19.4489743,-99.1571438,Cuauhtémoc,Santa María La Ribera,0485
MLM-5534011200,casa,9950000.0,185.0,133.0,3,3.0,3.0,19.3788814,-99.1587376,Benito Juárez,Del Valle Norte,0628
MLM-3057689259,casa,2800000.0,55.0,200.0,2,4.0,4.0,19.4449101,-99.1451728,Cuauhtémoc,Guerrero,056A
MLM-5873430314,casa,6350000.0,50.0,145.0,3,3.0,3.0,19.3592524,-99.1549213,Benito Juárez,Portales Norte,0986
MLM-3026053385,casa,9000000.0,99.0,125.0,4,3.0,3.0,19.4183227,-99.1625655,Cuauhtémoc,Roma Norte,1002
MLM-5912998238,casa,6500000.0,146.0,146.0,2,2.0,2.0,19.3915073,-99.1855297,Benito Juárez,San Pedro De Los Pinos,0350
MLM-3006589375,casa,25250000.0,391.0,391.0,3,2.0,2.0,19.4183227,-99.1625655,Cuauhtémoc,Roma Norte,1002
MLM-5126509084,casa,23750000.0,463.0,472.0,3,2.0,2.0,19.386924,-99.1636016,Benito Juárez,Del Valle Centro,0416
MLM-2617638301,casa,10500000.0,421.0,700.0,8,4.0,4.0,19.345291,-99.0687492,Iztapalapa,Los Ángeles,1424
MLM-3226636561,casa,9600000.0,81.0,181.0,3,2.0,2.0,19.386924,-99.1636016,Benito Juárez,Del Valle Centro,0416
MLM-4789217778,casa,18000000.0,180.0,409.0,3,3.0,4.0,19.4148639,-99.176429,Cuauhtémoc,Condesa,1322
MLM-2985321389,casa,7290000.0,178.0,178.0,3,2.0,2.0,19.3976367,-99.1527857,Benito Juárez,Alamos,0083
MLM-3296878283,casa,18500000.0,411.0,338.0,4,5.0,5.0,19.3941528,-99.1720448,Benito Juárez,Del Valle Sur,0223
MLM-5635121246,casa,4780000.0,180.0,150.0,4,5.0,5.0,19.365154,-99.1095774,Iztapalapa,El Sifón,5446
MLM-5455169428,casa,14450000.0,104.0,294.0,3,3.0,3.0,19.3941528,-99.1720448,Benito Juárez,Del Valle Sur,0223
MLM-5296421178,casa,6800000.0,187.0,371.0,4,3.0,3.0,19.4567754,-99.1350096,Cuauhtémoc,Ex-Hipódromo de Peralvillo,0146
MLM-5866358944,casa,12900000.0,300.0,367.0,4,4.0,4.0,19.3591416,-99.137028,Iztapalapa,El Prado,0905
MLM-3136036953,casa,14950000.0,110.0,213.0,3,2.0,2.0,19.4058335,-99.1633037,Cuauhtémoc,Roma Sur,145A
MLM-3246159471,casa,9000000.0,125.0,99.0,2,2.0,1.0,19.3723233,-99.1836682,Benito Juárez,Insurgentes Mixcoac,0793
MLM-2808240185,casa,18500000.0,344.0,377.0,5,6.0,6.0,19.4058335,-99.1633037,Cuauhtémoc,Roma Sur,145A
MLM-2728679451,casa,8600000.0,260.0,240.0,4,3.0,3.0,19.3630362,-99.1362069,Iztapalapa,Banjidal,0801
MLM-2903080901,casa,6950000.0,465.55,488.14,5,4.0,4.0,19.376776,-99.1110033,Iztapalapa,Magdalena Atlazolpa,0360
MLM-6012137164,casa,5900000.0,126.0,200.0,3,2.0,2.0,19.3875657,-99.1389557,Benito Juárez,Villa De Cortes,0327
MLM-3136410891,casa,8700000.0,243.0,410.0,4,4.0,4.0,19.3769065,-99.1173931,Iztapalapa,Ampliación El Triunfo,0337
MLM-2750038795,casa,5900000.0,126.0,200.0,3,3.0,1.0,19.3875657,-99.1389557,Benito Juárez,Villa De Cortes,0327
MLM-3236273109,casa,21000000.0,135.0,240.0,4,4.0,4.0,19.4148639,-99.176429,Cuauhtémoc,Condesa,1322
MLM-5475225150,casa,3599000.0,231.0,180.0,3,3.0,3.0,19.3627604,-99.0112355,Iztapalapa,Santa Martha Acatitla,0854
MLM-6011004538,casa,15000000.0,200.0,230.0,3,3.0,1.0,19.4058335,-99.1633037,Cuauhtémoc,Roma Sur,145A
MLM-5497716244,casa,8200000.0,113.0,250.0,3,4.0,4.0,19.3698638,-99.1609858,Benito Juárez,Santa Cruz Atoyac,083A
MLM-2937241709,casa,5300000.0,204.0,143.0,3,2.0,2.0,19.3244191,-99.0354918,Iztapalapa,Juan Escutia,3401
MLM-2512721327,casa,15600000.0,300.0,400.0,5,3.0,3.0,19.3760816,-99.1550215,Benito Juárez,Letran Valle,0628
MLM-4837324260,casa,12950000.0,238.0,373.0,3,2.0,2.0,19.3760816,-99.1550215,Benito Juárez,Letran Valle,0628
MLM-3841668706,casa,7500000.0,368.0,295.0,4,2.0,2.0,19.3102514,-99.0684022,Iztapalapa,San Lorenzo Tezonco,2102
MLM-2605760009,casa,5600000.0,165.0,366.0,3,2.0,2.0,19.4618166,-99.1341901,Cuauhtémoc,Peralvillo,0023
MLM-4961728442,departamento,5595000.0,90.0,90.0,2,2.0,2.0,19.3905208,-99.1579016,Benito Juárez,Narvarte Poniente,0257
MLM-3348280963,departamento,2585700.0,65.0,65.0,3,2.0,2.0,19.3592708,-99.1385674,Iztapalapa,San Miguel,0905
MLM-3139780527,departamento,2089046.0,,41.45,2,2.0,,19.4618166,-99.1341901,Cuauhtémoc,Peralvillo,0023
MLM-5846306064,casa,6500000.0,192.0,454.6,3,2.0,2.0,19.4760224,-99.1824791,Azcapotzalco,Santa Maria Malinalco,0491
MLM-4986587530,casa,6900000.0,146.0,127.0,2,3.0,3.0,19.3156259,-99.1329683,Coyoacán,Barrio San Lucas,1730
MLM-3146247391,casa,6480000.0,87.0,164.0,2,3.0,3.0,19.3581682,-99.272261,Cuajimalpa de Morelos,Cuajimalpa,0369
MLM-3114923465,casa,1350000.0,300.0,82.0,2,2.0,1.0,19.180547,-99.0667539,Milpa Alta,San Juan (San Pablo Oztotepec),0219
MLM-5400955952,casa,3500000.0,327.0,188.0,3,3.0,3.0,19.2304267,-98.9963971,Tláhuac,Jaime Torres Bodet,115A
MLM-2872625031,casa,4660000.0,109.0,187.0,4,2.0,2.0,19.446817,-99.1147059,Venustiano Carranza,Michoacana,023A
MLM-5935992064,casa,5800000.0,150.0,210.0,3,2.0,2.0,19.28061,-99.1122855,Xochimilco,Barrio 18,139A
MLM-2831211477,casa,4850000.0,71.0,164.0,2,2.0,2.0,19.3354047,-99.153659,Coyoacán,Los Reyes,0450
MLM-5429484832,casa,4400000.0,137.0,137.0,3,2.0,2.0,19.3581682,-99.272261,Cuajimalpa de Morelos,Cuajimalpa,0369
MLM-2987641267,casa,3000000.0,175.0,375.0,4,2.0,2.0,19.180547,-99.0667539,Milpa Alta,San Juan (San Pablo Oztotepec),0219
MLM-4995475032,casa,7790000.0,220.0,208.0,3,4.0,4.0,19.4163243,-99.1071279,Venustiano Carranza,Jardín Balbuena,1100
MLM-5446755484,casa,17950000.0,519.0,500.0,5,4.0,4.0,19.3457792,-99.1698209,Coyoacán,Romero De Terreros,0126
MLM-2902831841,casa,19000000.0,275.0,275.0,3,3.0,3.0,19.5057393,-99.1480141,Gustavo A. Madero,Lindavista Norte,0525
MLM-5892465126,casa,10500000.0,133.0,215.0,3,2.0,2.0,19.386542,-99.1298395,Iztacalco,Reforma Iztaccíhuatl Norte,0749
MLM-5252732790,casa,6600000.0,240.0,185.0,3,3.0,3.0,19.3159494,-99.2409104,La Magdalena Contreras,Lomas Quebradas,0211
MLM-2937316065,casa,3600000.0,600.0,400.0,4,4.0,1.0,19.2062819,-99.0679065,Milpa Alta,San Bartolomé Xicomulco,012A
MLM-5545166518,casa,4500000.0,125.0,145.0,3,3.0,3.0,19.2551196,-99.1206582,Xochimilco,La Concha,0300
MLM-3161630749,casa,9500000.0,144.0,250.0,4,4.0,4.0,19.4638348,-99.1682205,Azcapotzalco,Nueva Santa María,0839
MLM-5561006384,casa,13490000.0,300.0,300.0,4,5.0,5.0,19.5057393,-99.1480141,Gustavo A. Madero,Lindavista Norte,0525
MLM-5252334214,casa,7500000.0,225.0,225.0,3,2.0,2.0,19.3071968,-99.2335239,La Magdalena Contreras,La Magdalena Contreras,0334
MLM-5947984254,casa,2800000.0,375.0,375.0,4,4.0,1.0,19.2042375,-99.1012974,Milpa Alta,Villa Milpa Alta Centro,0488
MLM-2668305051,casa,5200000.0,143.0,271.0,5,2.0,2.0,19.4333386,-99.1171923,Venustiano Carranza,10 de Mayo,0507
MLM-3316538991,casa,5550000.0,180.0,180.0,4,3.0,3.0,19.2694917,-99.1213996,Xochimilco,Potrero De San Bernardino,0086
MLM-3147867585,casa,7600000.0,310.0,280.0,5,3.0,3.0,19.3947206,-99.1295917,Iztacalco,San Pedro,0378
MLM-5252256980,casa,13500000.0,687.0,478.0,4,4.0,4.0,19.2979434,-99.2441172,La Magdalena Contreras,San Nicolás Totolapan,0349
MLM-5656939692,casa,25700000.0,1000.0,500.0,4,5.0,5.0,19.1864441,-99.0718336,Milpa Alta,Centro,0191
MLM-3324198595,casa,7500000.0,212.0,289.0,3,3.0,3.0,19.2983053,-99.126272,Tlalpan,Residencial Acoxpa,0248
MLM-3202000949,casa,6900000.0,220.0,220.0,4,3.0,3.0,19.4163243,-99.1071279,Venustiano Carranza,Jardín Balbuena,1100
MLM-5657480988,casa,11900000.0,331.0,331.0,3,3.0,3.0,19.3581682,-99.272261,Cuajimalpa de Morelos,Cuajimalpa,0369
MLM-3342304607,casa,18500000.0,453.0,453.0,3,3.0,3.0,19.3267187,-99.22256,La Magdalena Contreras,San Jerónimo Lídice,0086
MLM-6014288106,casa,1350000.0,170.0,150.0,1,1.0,1.0,19.2122976,-98.9846998,Milpa Alta,Xochitepec,0435
MLM-5793570730,casa,5900000.0,270.0,270.0,3,2.0,2.0,19.446817,-99.1147059,Venustiano Carranza,Michoacana,023A
MLM-3206595577,casa,3300000.0,71.0,75.0,2,2.0,1.0,19.3354047,-99.153659,Coyoacán,Los Reyes,0450
MLM-5950758888,casa,12800000.0,350.0,418.0,3,3.0,3.0,19.3581682,-99.272261,Cuajimalpa de Morelos,Cuajimalpa,0369
MLM-3108900109,casa,4700000.0,236.0,236.0,3,2.0,2.0,19.3874012,-99.0961121,Iztacalco,Gabriel Ramos Millán,0700
MLM-3161038543,casa,50000000.0,446.0,368.0,4,2.0,2.0,19.43353,-99.190915,Miguel Hidalgo,Polanco,0660
MLM-3330444895,casa,5100000.0,241.0,300.0,5,3.0,3.0,19.3123896,-98.9730465,Tláhuac,San José,097A
MLM-5989510086,casa,8000000.0,170.0,170.0,4,3.0,3.0,19.4163243,-99.1071279,Venustiano Carranza,Jardín Balbuena,1100
MLM-5759401726,casa,4700000.0,200.0,200.0,1,,1.0,19.478894,-99.1608374,Azcapotzalco,Azcapotzalco,0881
MLM-3139552473,casa,10700000.0,205.6,248.0,3,4.0,4.0,19.3085255,-99.1122303,Coyoacán,San Mateo,1181
MLM-5444448768,casa,6750000.0,200.0,200.0,3,2.0,2.0,19.3810141,-99.1286385,Iztacalco,Militar Marte,097A
MLM-5688602200,casa,17458000.0,951.0,658.0,3,4.0,4.0,19.273872,-99.1367198,Xochimilco,Santa María Tepepan,0067
MLM-4995491474,casa,24900000.0,270.0,500.0,7,6.0,6.0,19.350132,-99.1746519,Coyoacán,Barrio Santa Catarina,0111
MLM-5717690394,casa,6499000.0,160.0,300.0,3,3.0,3.0,19.3775893,-99.1287791,Iztacalco,Reforma Iztaccíhuatl Sur,0965
MLM-3096572515,casa,4500000.0,200.0,470.0,7,4.0,4.0,19.2871709,-99.0598419,Tláhuac,Del Mar,0310
MLM-5744006584,casa,13900000.0,476.0,426.0,3,3.0,3.0,19.273872,-99.1367198,Xochimilco,Santa María Tepepan,0067
MLM-2907754151,casa,10400000.0,141.0,355.0,4,4.0,3.0,19.4659567,-99.1821386,Azcapotzalco,Clavería,0701
MLM-4363937848,casa,23849000.0,414.0,350.0,4,4.0,4.0,19.3380144,-99.1674315,Coyoacán,Pedregal De San Francisco,0431
MLM-2722438487,casa,6199994.0,159.86,245.5,3,3.0,3.0,19.5240112,-99.1481872,Gustavo A. Madero,Residencial Acueducto de Guadalupe,039A
MLM-3306544227,casa,5700000.0,140.0,250.0,4,3.0,3.0,19.3810141,-99.1286385,Iztacalco,Militar Marte,097A
MLM-5257429544,casa,9900000.0,234.0,283.0,3,2.0,2.0,19.3267187,-99.22256,La Magdalena Contreras,San Jerónimo Lídice,0086
MLM-2935284139,casa,5300000.0,131.0,131.0,3,2.0,2.0,19.303188,-99.0490881,Tláhuac,Santa Ana Poniente,1338
MLM-2962198929,casa,4450000.0,70.0,127.0,3,2.0,2.0,19.2847777,-99.1958492,Tlalpan,Miguel Hidalgo 2A Sección,0888
MLM-5208815316,casa,5590000.0,114.0,210.0,3,3.0,3.0,19.2694917,-99.1213996,Xochimilco,Potrero De San Bernardino,0086
MLM-2705545201,casa,17999999.0,175.0,504.0,3,9.0,9.0,19.4675479,-99.1205924,Gustavo A. Madero,Guadalupe Tepeyac,181A
MLM-3223192501,casa,5500000.0,160.0,240.0,8,4.0,4.0,19.4264684,-99.1098256,Venustiano Carranza,Moctezuma,0615
MLM-5475258326,casa,6550000.0,145.0,191.0,3,2.0,2.0,19.504283,-99.200367,Azcapotzalco,El Rosario,0928
MLM-2982238013,casa,59990000.0,1011.0,987.0,4,4.0,4.0,19.350132,-99.1746519,Coyoacán,Barrio Santa Catarina,0111
MLM-5171522816,departamento,6500000.0,191.0,191.0,6,2.0,2.0,19.3581682,-99.272261,Cuajimalpa de Morelos,Cuajimalpa,0369
MLM-2775784399,casa,6300000.0,170.0,210.0,3,2.0,2.0,19.3159494,-99.2409104,La Magdalena Contreras,Lomas Quebradas,0211
MLM-5823147122,casa,11890000.0,340.0,555.0,4,4.0,4.0,19.4163243,-99.1071279,Venustiano Carranza,Jardín Balbuena,1100
MLM-2973626177,casa,4490000.0,502.0,451.0,6,3.0,3.0,19.2534859,-99.0567766,Xochimilco,San Gregorio Atlapulco,0353
MLM-4754184100,casa,4250000.0,113.0,178.0,4,4.0,4.0,19.4679344,-99.1422687,Gustavo A. Madero,Vallejo,1735
MLM-5155963444,casa,5932000.0,160.0,351.0,5,4.0,4.0,19.4045642,-99.0695045,Iztacalco,Agrícola Oriental,0128
MLM-2698019391,casa,7450000.0,342.0,342.0,2,2.0,2.0,19.3267187,-99.22256,La Magdalena Contreras,San Jerónimo Aculco,0086
MLM-2834295923,casa,9336000.0,231.0,231.0,3,3.0,3.0,19.2944916,-99.1628698,Tlalpan,Toriello Guerra,0407
MLM-3315321617,casa,6750000.0,190.0,187.0,6,2.0,2.0,19.4811668,-99.2075345,Azcapotzalco,San Antonio,0631
MLM-5811401418,casa,4750000.0,164.0,353.0,6,3.0,3.0,19.3271575,-99.1678565,Coyoacán,Pedregal De Santo Domingo,0624
MLM-2776038787,casa,15000000.0,250.0,500.0,5,5.0,5.0,19.506314,-99.1445042,Gustavo A. Madero,Torres Lindavista,0525
MLM-5721890748,casa,4750000.0,65.0,155.0,3,2.0,2.0,19.291778,-99.2214189,Tlalpan,Héroes De Padierna,0337
MLM-5874396610,casa,7800000.0,192.0,281.0,3,2.0,2.0,19.4163243,-99.1071279,Venustiano Carranza,Jardín Balbuena,1100
MLM-5466399982,casa,7300000.0,214.0,255.0,4,2.0,2.0,19.4760224,-99.1824791,Azcapotzalco,Santa Maria Malinalco,0491
MLM-3283171723,departamento,5000000.0,140.0,131.0,3,2.0,2.0,19.3581682,-99.272261,Cuajimalpa de Morelos,Cuajimalpa,0369
MLM-3161588619,casa,5850000.0,131.0,185.0,4,2.0,2.0,19.5084773,-99.1579443,Gustavo A. Madero,Nueva Vallejo,0489
MLM-5252271486,casa,13490000.0,771.0,323.0,6,4.0,4.0,19.3267187,-99.22256,La Magdalena Contreras,San Jerónimo Lídice,0086
MLM-5252274532,casa,19900000.0,685.0,600.0,3,3.0,3.0,19.3063387,-99.2259026,Tlalpan,Fuentes Del Pedregal,0017
MLM-5867461280,casa,7890000.0,155.0,222.0,4,3.0,3.0,19.4163243,-99.1071279,Venustiano Carranza,Jardín Balbuena,1100
MLM-5644868510,casa,7750000.0,184.0,318.0,4,2.0,2.0,19.4744209,-99.0961758,Gustavo A. Madero,San Pedro El Chico,1650
MLM-2798089939,casa,3200000.0,64.0,104.0,2,2.0,2.0,19.3840964,-99.1061694,Iztacalco,INFONAVIT Iztacalco,0838
MLM-2784804911,casa,35790000.0,596.0,596.0,4,5.0,5.0,19.4210896,-99.2184637,Miguel Hidalgo,Lomas De Chapultepec,0919
MLM-5030482384,casa,3200000.0,113.25,90.0,3,2.0,2.0,19.2441326,-98.9994775,Tláhuac,San Agustín,0984
MLM-4995503372,casa,16500000.0,525.0,483.0,4,3.0,3.0,19.3063387,-99.2259026,Tlalpan,Fuentes Del Pedregal,0017
MLM-5577045416,casa,23000000.0,420.0,420.0,9,10.0,10.0,19.4659567,-99.1821386,Azcapotzalco,Clavería,0701
MLM-5349625604,casa,23000000.0,673.0,514.0,6,4.0,4.0,19.303295,-99.185039,Coyoacán,Insurgentes Cuicuilco,1529
MLM-5132938522,casa,3800000.0,118.0,181.0,4,2.0,2.0,19.4045642,-99.0695045,Iztacalco,Agrícola Oriental,0128
MLM-4636871480,casa,7800000.0,337.0,242.0,3,2.0,2.0,19.4144176,-99.0778427,Venustiano Carranza,Aviación Civil,1280
MLM-5969788112,casa,8400000.0,251.0,257.0,3,2.0,2.0,19.4659567,-99.1821386,Azcapotzalco,Clavería,0701
MLM-3102685677,casa,13500000.0,187.0,360.0,4,3.0,3.0,19.346188,-99.1356291,Coyoacán,Campestre Churubusco,0179
MLM-4155224006,casa,10950000.0,288.0,259.0,3,2.0,2.0,19.4206277,-99.0888817,Venustiano Carranza,Federal,1011
MLM-5421879186,casa,5900000.0,137.0,213.0,3,2.0,2.0,19.2678229,-99.1255109,Xochimilco,La Noria,0160
MLM-5575824624,casa,3600000.0,33.0,70.0,3,2.0,2.0,19.409865,-99.0666396,Iztacalco,Agrícola Pantitlan,1179
MLM-5199588082,casa,11070000.0,219.0,305.0,3,3.0,3.0,19.3071322,-99.2450982,La Magdalena Contreras,Pueblo Nuevo Bajo,0300
MLM-5555967188,casa,3200000.0,235.0,180.0,3,2.0,2.0,19.2441326,-98.9994775,Tláhuac,San Agustín,0984
MLM-2728647883,casa,8580000.0,375.0,381.42,5,5.0,5.0,19.4404605,-99.0951549,Venustiano Carranza,Romero Rubio,0437
MLM-5593445888,casa,5700000.0,130.0,184.0,3,2.0,2.0,19.273872,-99.1367198,Xochimilco,Santa María Tepepan,0067
MLM-3063322641,casa,6750000.0,190.0,250.0,6,2.0,2.0,19.4811668,-99.2075345,Azcapotzalco,San Antonio,0631
MLM-4991290662,casa,8700000.0,160.0,397.0,3,2.0,2.0,19.5057393,-99.1480141,Gustavo A. Madero,Colonia Lindavista Norte,0525
MLM-5147813870,casa,12480000.0,231.0,301.0,3,3.0,3.0,19.3267187,-99.22256,La Magdalena Contreras,San Jerónimo Aculco,0086
MLM-5474758240,casa,11850000.0,331.0,273.0,4,3.0,3.0,19.2776447,-99.1424798,Tlalpan,La Joya,2121
MLM-2956505963,casa,3700000.0,150.0,270.0,6,2.0,2.0,19.2380782,-99.0998873,Xochimilco,Ampliación Nativitas,0758
MLM-3006254435,casa,33000000.0,556.0,978.0,4,4.0,4.0,19.3457792,-99.1698209,Coyoacán,Romero De Terreros,0126
MLM-2747159641,casa,4500000.0,228.0,65.0,5,2.0,2.0,19.4045642,-99.0695045,Iztacalco,Agrícola Oriental,0128
MLM-2457222575,casa,13400000.0,520.0,520.0,3,4.0,4.0,19.2765713,-99.1465861,Tlalpan,Valle Escondido,2121
MLM-3297864023,casa,6300000.0,142.0,234.0,3,2.0,2.0,19.4163243,-99.1071279,Venustiano Carranza,Jardín Balbuena,1100
MLM-3306315621,casa,14800000.0,449.0,460.0,6,4.0,4.0,19.4659567,-99.1821386,Azcapotzalco,Clavería,0701
MLM-3188055305,casa,14000000.0,203.0,248.0,3,3.0,3.0,19.2989654,-99.1539411,Coyoacán,Bosques De Tetlameya,1124
MLM-3228151997,casa,4350000.0,153.0,226.0,4,3.0,3.0,19.4888803,-99.0968867,Gustavo A. Madero,Salvador Díaz Mirón,1307
MLM-5147813892,casa,9980000.0,220.0,257.0,3,3.0,3.0,19.3159494,-99.2409104,La Magdalena Contreras,Lomas Quebradas,0211
MLM-5908800540,casa,5150000.0,70.0,215.0,3,2.0,2.0,19.2870065,-99.0564365,Tláhuac,Miguel Hidalgo,0306
MLM-4364079014,casa,25900000.0,540.0,700.0,4,4.0,4.0,19.3380144,-99.1674315,Coyoacán,Pedregal De San Francisco,0431
MLM-2784667981,casa,18750000.0,1260.0,800.0,4,3.0,3.0,19.3177076,-99.2235278,La Magdalena Contreras,Héroes De Padierna,0194
MLM-3356925443,casa,5250000.0,180.0,214.0,3,3.0,3.0,19.4264684,-99.1098256,Venustiano Carranza,Moctezuma,0615
MLM-2356053273,casa,8200000.0,256.0,217.0,3,3.0,3.0,19.2459053,-99.0739616,Xochimilco,Santa Cruz Acalpixca,1154
MLM-4761625180,casa,14500000.0,370.61,280.0,4,3.0,3.0,19.343206,-99.1642939,Coyoacán,Cuadrante De San Francisco,0287
MLM-5833296458,casa,5900000.0,126.0,300.0,3,2.0,2.0,19.409865,-99.0666396,Iztacalco,Agrícola Pantitlan,1179
MLM-5969782668,casa,4942516.0,115.0,115.0,3,2.0,2.0,19.2870065,-99.0564365,Tláhuac,Miguel Hidalgo,0306
MLM-4761702558,casa,15500000.0,408.0,419.0,2,4.0,4.0,19.2776447,-99.1424798,Tlalpan,La Joya,2121
MLM-3137038021,casa,4900000.0,147.0,134.0,3,2.0,2.0,19.246125,-99.104859,Xochimilco,Tablas De San Lorenzo,0419
MLM-3222747919,casa,13800000.0,184.0,255.0,3,3.0,3.0,19.3054012,-99.169271,Coyoacán,Villa Coyoacán,1641
MLM-3208178019,casa,6300000.0,172.0,213.0,4,2.0,2.0,19.3775893,-99.1287791,Iztacalco,Reforma Iztaccíhuatl Sur,0965
MLM-5823441250,casa,20900000.0,538.0,650.0,3,4.0,4.0,19.3267187,-99.22256,La Magdalena Contreras,San Jerónimo Lídice,0086
MLM-2438930055,casa,32000000.0,780.0,570.0,4,3.0,3.0,19.2919275,-99.2016172,Tlalpan,Parque Del Pedregal,1960
MLM-2605871745,casa,6700000.0,144.0,227.0,4,4.0,1.0,19.4163243,-99.1071279,Venustiano Carranza,Jardín Balbuena,1100
MLM-3063140391,casa,5490000.0,122.0,311.0,4,4.0,4.0,19.2827293,-99.1168418,Xochimilco,San Lorenzo La Cebada,1224
MLM-6012249012,casa,4400000.0,132.0,179.0,4,2.0,2.0,19.4779744,-99.1611997,Azcapotzalco,Euzkadi,0379
MLM-3076497167,casa,12900000.0,377.0,278.0,2,2.0,2.0,19.2989654,-99.1539411,Coyoacán,Bosques De Tetlameya,1124
MLM-2720617931,casa,8850000.0,272.0,417.0,4,3.0,3.0,19.4701079,-99.1317517,Gustavo A. Madero,Guadalupe Insurgentes,1576
MLM-2784667989,casa,14000000.0,480.0,480.0,3,4.0,4.0,19.3177076,-99.2235278,La Magdalena Contreras,Héroes De Padierna,0194
