codigo_act,latitud,longitud
221312,18.9210741,-99.17169712
221312,18.93300553,-99.1789966
221312,18.89305059,-99.17780077
221312,18.89475269,-99.17114204
221312,18.88525453,-99.19360365
221312,18.89925559,-99.18005117
221312,18.91559631,-99.18854785
221312,18.88225313,-99.16501304
221312,18.89777108,-99.17462051
221312,18.91513804,-99.16518565
221312,18.90445426,-99.18378609
221312,18.91513764,-99.16518516
221312,18.92010537,-99.17969721
221312,18.89985929,-99.17450108
221312,18.89794917,-99.18054926
221312,18.89475318,-99.17114369
221312,18.88257681,-99.177978
221312,18.92709805,-99.17309184
221312,18.87445014,-99.23225119
221312,18.84880532,-99.22316173
221312,18.83894345,-99.23006427
221312,18.84220527,-99.18301529
221312,19.02891705,-99.26757565
221312,18.88022839,-99.17599738
221312,18.62341031,-99.32377268
221312,18.6557829,-99.19117249
221312,18.84225866,-99.18298393
221311,18.89904745,-98.97989865
221311,18.80693595,-98.94133517
221311,18.91528152,-98.98029843
221311,18.8504343,-98.95957735
221311,18.83537667,-98.95336623
221311,18.83976133,-98.93665411
221311,18.81294341,-98.92326703
221311,18.87113383,-98.92895165
221312,18.87125897,-98.9334758
221311,18.90115665,-99.16793213
221312,18.90983757,-99.16124491
221312,18.89352598,-98.73001523
221312,18.87774171,-98.77567205
221312,18.87769087,-98.77553979
221312,18.62927344,-99.16259223
221312,18.98715871,-98.92142785
221312,18.95664318,-98.98298396
221312,18.76103022,-98.98619354
221312,18.83377141,-98.93770747
221312,18.8304099,-98.94908277
221312,18.79227491,-98.96269885
221312,18.60979185,-99.26175372
221312,18.50244945,-98.75404436
221121,18.82000724,-98.95444694
221111,18.84653387,-98.93151788
221122,18.93004934,-99.22411184
221111,18.91745747,-99.18718787
221122,18.61591135,-99.1822425
221123,18.96043217,-99.22739133
221111,18.83820606,-99.23262017
221123,18.80982394,-99.19579727
221122,18.90765764,-99.21884484
221311,18.88084238,-99.14860664
221312,18.82072846,-99.25703604
221121,18.92119477,-99.20458712
221312,18.97899586,-99.24399726
221312,18.96915856,-99.13694102
221312,18.92819028,-99.22246252
221312,18.88377937,-98.73373123
221311,18.72837325,-99.39670115
221312,18.92364171,-99.02840371
221311,18.75287672,-98.77118306
238210,18.8625275,-99.2090728
237111,18.87965397,-98.97234988
236112,18.95942517,-99.23803968
236211,18.91024698,-99.183443
236111,18.93274835,-99.1883991
238222,18.93797864,-99.22317872
238222,18.9190617,-99.21236932
238222,18.95902961,-99.2132251
238990,18.95016055,-99.23479617
237213,18.57418605,-99.2657876
238210,18.95018242,-99.23265537
236221,18.93382344,-99.22005368
236111,18.90651335,-99.21922421
237131,18.95708981,-99.23405002
236111,18.79624638,-99.20146668
237312,18.84064284,-99.17917204
236211,18.74891212,-98.91476381
237312,18.83998965,-99.17935368
238210,18.80736271,-98.96245634
236221,18.92115378,-99.22017892
238350,18.89448745,-99.15605964
238350,18.94222392,-99.23108301
238190,18.80736451,-99.23646381
237212,18.6171053,-99.17633783
238910,18.67730687,-98.80661472
237999,18.98263427,-99.2519269
238221,18.91822392,-99.20464549
237111,18.69607054,-99.2498272
238290,18.97524153,-99.25757599
238190,18.92445211,-99.23922941
238222,18.9411906,-99.21332653
236112,18.95017574,-99.22857708
238311,18.92684164,-98.8887169
237312,18.97434568,-99.24620974
236221,18.96537862,-99.21242952
238910,18.83943135,-99.17964455
236211,18.82208848,-99.25157229
238210,18.87734691,-99.16010945
236211,18.89215057,-99.169667
236112,18.98591218,-99.24214802
237312,18.86323667,-99.05582028
236111,18.90651335,-99.21922421
236221,18.91621536,-99.20953523
236111,18.91952484,-99.19790156
237312,18.97768311,-99.24532818
238210,18.93098868,-99.18647815
236111,18.91102334,-99.21027721
236112,18.71757159,-98.7789812
236111,18.88354746,-99.15308851
236221,18.90674358,-99.21897225
236221,18.73137747,-99.36711056
237312,18.8810992,-99.22802046
236211,18.89351448,-99.1289251
236211,18.89600188,-99.12746018
236112,18.90664588,-99.22520236
237212,18.94887528,-99.23132446
236111,28.68809115,-100.53413199
236111,18.93206396,-99.21555501
236222,18.94268405,-99.20919419
236221,18.95283517,-99.23103802
236221,18.94624391,-99.23124368
238910,18.69054881,-98.8022178
236111,18.93484661,-99.20428019
236111,18.95942517,-99.23803968
236111,18.80985477,-98.94462372
236111,18.92073404,-99.21006899
236111,18.88565177,-99.17194784
237312,18.92111515,-99.21492592
237111,18.90676235,-99.06506488
237312,18.93416031,-99.22485813
236111,18.90950488,-99.23119721
236221,18.77782194,-98.77307227
237112,18.81577184,-98.74998477
237111,18.94043002,-99.2031362
238311,18.83819005,-99.19996183
236111,18.84277545,-99.21304039
236111,18.92399281,-99.2161818
238290,18.61694886,-99.18241004
236221,18.90766897,-99.20659001
238122,18.92488291,-99.1666621
236111,18.87869639,-99.14443806
237312,18.93262692,-99.22533417
238290,18.91439232,-99.18387584
238210,18.88659357,-98.91603436
237131,18.78088498,-99.20002577
237111,18.95797333,-99.24520883
238121,18.92252458,-99.23703886
236221,19.81194579,-90.53381731
236112,18.92967405,-99.22117072
238222,18.89524338,-99.16783683
236221,18.90763677,-98.97449078
236221,18.94570675,-99.22506291
236221,18.68081196,-99.12030878
